areaCode,areaName,areaType,date,cumPeopleVaccinatedFirstDoseByVaccinationDate
K02000001,United Kingdom,overview,2021-05-01,33360218
K02000001,United Kingdom,overview,2021-04-30,33216647
K02000001,United Kingdom,overview,2021-04-29,33069759
K02000001,United Kingdom,overview,2021-04-28,32929019
K02000001,United Kingdom,overview,2021-04-27,32796561
K02000001,United Kingdom,overview,2021-04-26,32681880
K02000001,United Kingdom,overview,2021-04-25,32597037
K02000001,United Kingdom,overview,2021-04-24,32517681
K02000001,United Kingdom,overview,2021-04-23,32369917
K02000001,United Kingdom,overview,2021-04-22,32232980
K02000001,United Kingdom,overview,2021-04-21,32105077
K02000001,United Kingdom,overview,2021-04-20,31986962
K02000001,United Kingdom,overview,2021-04-19,31882013
K02000001,United Kingdom,overview,2021-04-18,31785758
K02000001,United Kingdom,overview,2021-04-17,31701908
K02000001,United Kingdom,overview,2021-04-16,31558345
K02000001,United Kingdom,overview,2021-04-15,31423037
K02000001,United Kingdom,overview,2021-04-14,31294552
K02000001,United Kingdom,overview,2021-04-13,31177203
K02000001,United Kingdom,overview,2021-04-12,31104926
K02000001,United Kingdom,overview,2021-04-11,31047128
K02000001,United Kingdom,overview,2021-04-10,30980882
K02000001,United Kingdom,overview,2021-04-09,30867987
K02000001,United Kingdom,overview,2021-04-08,30762391
K02000001,United Kingdom,overview,2021-04-07,30670447
K02000001,United Kingdom,overview,2021-04-06,30575442
K02000001,United Kingdom,overview,2021-04-05,30494759
K02000001,United Kingdom,overview,2021-04-04,30456318
K02000001,United Kingdom,overview,2021-04-03,30409262
K02000001,United Kingdom,overview,2021-04-02,30303811
K02000001,United Kingdom,overview,2021-04-01,30199206
K02000001,United Kingdom,overview,2021-03-31,30033124
K02000001,United Kingdom,overview,2021-03-30,29800471
K02000001,United Kingdom,overview,2021-03-29,29583547
K02000001,United Kingdom,overview,2021-03-28,29363171
K02000001,United Kingdom,overview,2021-03-27,29113242
K02000001,United Kingdom,overview,2021-03-26,28639645
K02000001,United Kingdom,overview,2021-03-25,28255380
K02000001,United Kingdom,overview,2021-03-24,27905803
K02000001,United Kingdom,overview,2021-03-23,27570099
K02000001,United Kingdom,overview,2021-03-22,27250500
K02000001,United Kingdom,overview,2021-03-21,26932194
K02000001,United Kingdom,overview,2021-03-20,26589586
K02000001,United Kingdom,overview,2021-03-19,25815698
K02000001,United Kingdom,overview,2021-03-18,25194230
K02000001,United Kingdom,overview,2021-03-17,24659625
K02000001,United Kingdom,overview,2021-03-16,24200149
K02000001,United Kingdom,overview,2021-03-15,23760996
K02000001,United Kingdom,overview,2021-03-14,23388063
K02000001,United Kingdom,overview,2021-03-13,23131778
K02000001,United Kingdom,overview,2021-03-12,22599799
K02000001,United Kingdom,overview,2021-03-11,22228156
K02000001,United Kingdom,overview,2021-03-10,22039801
K02000001,United Kingdom,overview,2021-03-09,21797080
K02000001,United Kingdom,overview,2021-03-08,21586431
K02000001,United Kingdom,overview,2021-03-07,21391997
K02000001,United Kingdom,overview,2021-03-06,21232782
K02000001,United Kingdom,overview,2021-03-05,20807695
K02000001,United Kingdom,overview,2021-03-04,20372016
K02000001,United Kingdom,overview,2021-03-03,19998436
K02000001,United Kingdom,overview,2021-03-02,19723017
K02000001,United Kingdom,overview,2021-03-01,19505040
K02000001,United Kingdom,overview,2021-02-28,20245742
K02000001,United Kingdom,overview,2021-02-27,17736517
K02000001,United Kingdom,overview,2021-02-26,17736517
K02000001,United Kingdom,overview,2021-02-25,17736517
K02000001,United Kingdom,overview,2021-02-24,17736517
K02000001,United Kingdom,overview,2021-02-23,17736517
K02000001,United Kingdom,overview,2021-02-22,17736517
K02000001,United Kingdom,overview,2021-02-21,17736517
K02000001,United Kingdom,overview,2021-02-20,15367629
K02000001,United Kingdom,overview,2021-02-19,15367629
K02000001,United Kingdom,overview,2021-02-18,15367629
K02000001,United Kingdom,overview,2021-02-17,15367629
K02000001,United Kingdom,overview,2021-02-16,15367629
K02000001,United Kingdom,overview,2021-02-15,15367629
K02000001,United Kingdom,overview,2021-02-14,15367629
K02000001,United Kingdom,overview,2021-02-13,12410318
K02000001,United Kingdom,overview,2021-02-12,12410318
K02000001,United Kingdom,overview,2021-02-11,12410318
K02000001,United Kingdom,overview,2021-02-10,12410318
K02000001,United Kingdom,overview,2021-02-09,12410318
K02000001,United Kingdom,overview,2021-02-08,12410318
K02000001,United Kingdom,overview,2021-02-07,12410318
K02000001,United Kingdom,overview,2021-02-06,9448950
K02000001,United Kingdom,overview,2021-02-05,9448950
K02000001,United Kingdom,overview,2021-02-04,9448950
K02000001,United Kingdom,overview,2021-02-03,9448950
K02000001,United Kingdom,overview,2021-02-02,9448950
K02000001,United Kingdom,overview,2021-02-01,9448950
K02000001,United Kingdom,overview,2021-01-31,9448950
K02000001,United Kingdom,overview,2021-01-30,6861879
K02000001,United Kingdom,overview,2021-01-29,6861879
K02000001,United Kingdom,overview,2021-01-28,6861879
K02000001,United Kingdom,overview,2021-01-27,6861879
K02000001,United Kingdom,overview,2021-01-26,6861879
K02000001,United Kingdom,overview,2021-01-25,6861879
K02000001,United Kingdom,overview,2021-01-24,6861879
K02000001,United Kingdom,overview,2021-01-23,4297431
K02000001,United Kingdom,overview,2021-01-22,4297431
K02000001,United Kingdom,overview,2021-01-21,4297431
K02000001,United Kingdom,overview,2021-01-20,4297431
K02000001,United Kingdom,overview,2021-01-19,4297431
K02000001,United Kingdom,overview,2021-01-18,4297431
K02000001,United Kingdom,overview,2021-01-17,4297431
K02000001,United Kingdom,overview,2021-01-16,2466087
K02000001,United Kingdom,overview,2021-01-15,2466087
K02000001,United Kingdom,overview,2021-01-14,2466087
K02000001,United Kingdom,overview,2021-01-13,2466087
K02000001,United Kingdom,overview,2021-01-12,2466087
K02000001,United Kingdom,overview,2021-01-11,2466087
K02000001,United Kingdom,overview,2021-01-10,2466087
K02000001,United Kingdom,overview,2021-01-09,1380430
K02000001,United Kingdom,overview,2021-01-08,1380430
K02000001,United Kingdom,overview,2021-01-07,1380430
K02000001,United Kingdom,overview,2021-01-06,1380430
K02000001,United Kingdom,overview,2021-01-05,1380430
K02000001,United Kingdom,overview,2021-01-04,1380430
K02000001,United Kingdom,overview,2021-01-03,1380430
K02000001,United Kingdom,overview,2021-01-02,1005073
K02000001,United Kingdom,overview,2021-01-01,1005073
K02000001,United Kingdom,overview,2020-12-31,1005073
K02000001,United Kingdom,overview,2020-12-30,1005073
K02000001,United Kingdom,overview,2020-12-29,1005073
K02000001,United Kingdom,overview,2020-12-28,1005073
K02000001,United Kingdom,overview,2020-12-27,1005073
K02000001,United Kingdom,overview,2020-12-26,675286
K02000001,United Kingdom,overview,2020-12-25,675286
K02000001,United Kingdom,overview,2020-12-24,675286
K02000001,United Kingdom,overview,2020-12-23,675286
K02000001,United Kingdom,overview,2020-12-22,675286
K02000001,United Kingdom,overview,2020-12-21,675286
K02000001,United Kingdom,overview,2020-12-20,675286
K02000001,United Kingdom,overview,2020-12-19,86465
K02000001,United Kingdom,overview,2020-12-18,86465
K02000001,United Kingdom,overview,2020-12-17,86465
K02000001,United Kingdom,overview,2020-12-16,86465
K02000001,United Kingdom,overview,2020-12-15,86465
K02000001,United Kingdom,overview,2020-12-14,86465
K02000001,United Kingdom,overview,2020-12-13,86465
