areaType,areaName,areaCode,date,uniqueCasePositivityBySpecimenDateRollingSum,uniquePeopleTestedBySpecimenDateRollingSum
nation,England,E92000001,2021-04-13,1.2,1413300
nation,England,E92000001,2021-04-12,1.2,1427683
nation,England,E92000001,2021-04-11,1.2,1380181
nation,England,E92000001,2021-04-10,1.3,1367804
nation,England,E92000001,2021-04-09,1.3,1355384
nation,England,E92000001,2021-04-08,1.4,1263980
nation,England,E92000001,2021-04-07,1.4,1260857
nation,England,E92000001,2021-04-06,1.5,1240018
nation,England,E92000001,2021-04-05,1.6,1194593
nation,England,E92000001,2021-04-04,1.5,1329416
nation,England,E92000001,2021-04-03,1.6,1348704
nation,England,E92000001,2021-04-02,1.6,1360773
nation,England,E92000001,2021-04-01,1.7,1434722
nation,England,E92000001,2021-03-31,1.7,1452017
nation,England,E92000001,2021-03-30,1.8,1476248
nation,England,E92000001,2021-03-29,1.9,1514286
nation,England,E92000001,2021-03-28,1.9,1555810
nation,England,E92000001,2021-03-27,2.0,1564685
nation,England,E92000001,2021-03-26,2.0,1570843
nation,England,E92000001,2021-03-25,2.0,1562270
nation,England,E92000001,2021-03-24,2.0,1558120
nation,England,E92000001,2021-03-23,2.0,1553168
nation,England,E92000001,2021-03-22,2.0,1544351
nation,England,E92000001,2021-03-21,2.0,1553041
nation,England,E92000001,2021-03-20,2.0,1542012
nation,England,E92000001,2021-03-19,2.1,1526822
nation,England,E92000001,2021-03-18,2.1,1504693
nation,England,E92000001,2021-03-17,2.2,1484743
nation,England,E92000001,2021-03-16,2.2,1454764
nation,England,E92000001,2021-03-15,2.3,1428230
nation,England,E92000001,2021-03-14,2.3,1430080
nation,England,E92000001,2021-03-13,2.4,1428204
nation,England,E92000001,2021-03-12,2.4,1420133
nation,England,E92000001,2021-03-11,2.4,1409729
nation,England,E92000001,2021-03-10,2.5,1413315
nation,England,E92000001,2021-03-09,2.5,1418356
nation,England,E92000001,2021-03-08,2.5,1438280
nation,England,E92000001,2021-03-07,2.5,1468069
nation,England,E92000001,2021-03-06,2.6,1463977
nation,England,E92000001,2021-03-05,2.7,1454987
nation,England,E92000001,2021-03-04,2.8,1446094
nation,England,E92000001,2021-03-03,2.9,1447029
nation,England,E92000001,2021-03-02,3.1,1445769
nation,England,E92000001,2021-03-01,3.4,1431330
nation,England,E92000001,2021-02-28,3.6,1457138
nation,England,E92000001,2021-02-27,3.8,1465877
nation,England,E92000001,2021-02-26,4.0,1471880
nation,England,E92000001,2021-02-25,4.2,1473319
nation,England,E92000001,2021-02-24,4.4,1490863
nation,England,E92000001,2021-02-23,4.6,1498943
nation,England,E92000001,2021-02-22,4.7,1512757
nation,England,E92000001,2021-02-21,4.9,1532719
nation,England,E92000001,2021-02-20,5.0,1532477
nation,England,E92000001,2021-02-19,5.0,1532632
nation,England,E92000001,2021-02-18,5.2,1537128
nation,England,E92000001,2021-02-17,5.3,1547444
nation,England,E92000001,2021-02-16,5.4,1560604
nation,England,E92000001,2021-02-15,5.4,1574235
nation,England,E92000001,2021-02-14,5.4,1600526
nation,England,E92000001,2021-02-13,5.6,1615507
nation,England,E92000001,2021-02-12,5.8,1624191
nation,England,E92000001,2021-02-11,6.0,1625004
nation,England,E92000001,2021-02-10,6.3,1637257
nation,England,E92000001,2021-02-09,6.6,1652939
nation,England,E92000001,2021-02-08,6.9,1673340
nation,England,E92000001,2021-02-07,7.2,1703485
nation,England,E92000001,2021-02-06,7.4,1698203
nation,England,E92000001,2021-02-05,7.8,1687660
nation,England,E92000001,2021-02-04,8.2,1683341
nation,England,E92000001,2021-02-03,8.5,1697797
nation,England,E92000001,2021-02-02,8.9,1693190
nation,England,E92000001,2021-02-01,9.4,1700588
nation,England,E92000001,2021-01-31,9.7,1734581
nation,England,E92000001,2021-01-30,9.8,1738384
nation,England,E92000001,2021-01-29,10.1,1748499
nation,England,E92000001,2021-01-28,10.5,1758518
nation,England,E92000001,2021-01-27,11.0,1758744
nation,England,E92000001,2021-01-26,11.4,1778181
nation,England,E92000001,2021-01-25,11.8,1820026
nation,England,E92000001,2021-01-24,12.2,1886718
nation,England,E92000001,2021-01-23,12.6,1924012
nation,England,E92000001,2021-01-22,12.9,1944743
nation,England,E92000001,2021-01-21,13.3,1961883
nation,England,E92000001,2021-01-20,13.6,1987133
nation,England,E92000001,2021-01-19,13.9,2024578
nation,England,E92000001,2021-01-18,14.0,2072768
nation,England,E92000001,2021-01-17,14.0,2152609
nation,England,E92000001,2021-01-16,14.1,2188184
nation,England,E92000001,2021-01-15,14.2,2226507
nation,England,E92000001,2021-01-14,14.2,2253061
nation,England,E92000001,2021-01-13,14.4,2284807
nation,England,E92000001,2021-01-12,14.5,2338308
nation,England,E92000001,2021-01-11,14.8,2380406
nation,England,E92000001,2021-01-10,15.2,2432079
nation,England,E92000001,2021-01-09,15.7,2467797
nation,England,E92000001,2021-01-08,16.2,2504554
nation,England,E92000001,2021-01-07,16.8,2325528
nation,England,E92000001,2021-01-06,17.4,2233178
nation,England,E92000001,2021-01-05,17.8,2240828
nation,England,E92000001,2021-01-04,18.2,2264177
nation,England,E92000001,2021-01-03,18.1,2097934
nation,England,E92000001,2021-01-02,18.1,2060328
nation,England,E92000001,2021-01-01,18.3,1937236
nation,England,E92000001,2020-12-31,18.3,1844324
nation,England,E92000001,2020-12-30,18.1,1764287
nation,England,E92000001,2020-12-29,17.0,1713611
nation,England,E92000001,2020-12-28,15.2,1703336
nation,England,E92000001,2020-12-27,13.4,1944870
nation,England,E92000001,2020-12-26,12.3,1994190
nation,England,E92000001,2020-12-25,11.3,2042187
nation,England,E92000001,2020-12-24,10.9,2278872
nation,England,E92000001,2020-12-23,10.6,2369454
nation,England,E92000001,2020-12-22,10.4,2329297
nation,England,E92000001,2020-12-21,10.1,2259298
nation,England,E92000001,2020-12-20,9.9,2170898
nation,England,E92000001,2020-12-19,9.8,2088218
nation,England,E92000001,2020-12-18,9.7,2037706
nation,England,E92000001,2020-12-17,9.5,1951287
nation,England,E92000001,2020-12-16,9.3,1880542
nation,England,E92000001,2020-12-15,8.9,1819304
nation,England,E92000001,2020-12-14,8.4,1768606
nation,England,E92000001,2020-12-13,7.9,1726557
nation,England,E92000001,2020-12-12,7.6,1686308
nation,England,E92000001,2020-12-11,7.4,1647125
nation,England,E92000001,2020-12-10,7.2,1600813
nation,England,E92000001,2020-12-09,7.0,1562937
nation,England,E92000001,2020-12-08,6.8,1554401
nation,England,E92000001,2020-12-07,6.6,1554787
nation,England,E92000001,2020-12-06,6.4,1565610
nation,England,E92000001,2020-12-05,6.3,1561923
nation,England,E92000001,2020-12-04,6.3,1558086
nation,England,E92000001,2020-12-03,6.3,1543941
nation,England,E92000001,2020-12-02,6.3,1536637
nation,England,E92000001,2020-12-01,6.4,1535568
nation,England,E92000001,2020-11-30,6.4,1556325
nation,England,E92000001,2020-11-29,6.4,1581836
nation,England,E92000001,2020-11-28,6.4,1589914
nation,England,E92000001,2020-11-27,6.5,1600128
nation,England,E92000001,2020-11-26,6.6,1613716
nation,England,E92000001,2020-11-25,6.9,1615163
nation,England,E92000001,2020-11-24,7.2,1621354
nation,England,E92000001,2020-11-23,7.4,1650222
nation,England,E92000001,2020-11-22,7.7,1685526
nation,England,E92000001,2020-11-21,8.0,1685629
nation,England,E92000001,2020-11-20,8.3,1683077
nation,England,E92000001,2020-11-19,8.7,1684000
nation,England,E92000001,2020-11-18,9.0,1686213
nation,England,E92000001,2020-11-17,9.4,1692387
nation,England,E92000001,2020-11-16,9.5,1698895
nation,England,E92000001,2020-11-15,9.6,1720615
nation,England,E92000001,2020-11-14,9.8,1739253
nation,England,E92000001,2020-11-13,9.8,1745423
nation,England,E92000001,2020-11-12,9.7,1743622
nation,England,E92000001,2020-11-11,9.7,1739142
nation,England,E92000001,2020-11-10,9.5,1722471
nation,England,E92000001,2020-11-09,9.3,1738951
nation,England,E92000001,2020-11-08,9.1,1769774
nation,England,E92000001,2020-11-07,9.0,1757595
nation,England,E92000001,2020-11-06,9.0,1737813
nation,England,E92000001,2020-11-05,9.1,1711398
nation,England,E92000001,2020-11-04,9.1,1697069
nation,England,E92000001,2020-11-03,9.2,1670273
nation,England,E92000001,2020-11-02,9.2,1635778
nation,England,E92000001,2020-11-01,9.2,1587276
nation,England,E92000001,2020-10-31,9.2,1565132
nation,England,E92000001,2020-10-30,9.2,1544475
nation,England,E92000001,2020-10-29,9.2,1512837
nation,England,E92000001,2020-10-28,9.3,1493533
nation,England,E92000001,2020-10-27,9.2,1513099
nation,England,E92000001,2020-10-26,9.0,1546519
nation,England,E92000001,2020-10-25,8.8,1578901
nation,England,E92000001,2020-10-24,8.7,1579403
nation,England,E92000001,2020-10-23,8.6,1573640
nation,England,E92000001,2020-10-22,8.5,1555785
nation,England,E92000001,2020-10-21,8.3,1534050
nation,England,E92000001,2020-10-20,8.1,1509860
nation,England,E92000001,2020-10-19,7.8,1491987
nation,England,E92000001,2020-10-18,7.4,1480512
nation,England,E92000001,2020-10-17,7.3,1469937
nation,England,E92000001,2020-10-16,7.2,1459752
nation,England,E92000001,2020-10-15,7.2,1443016
nation,England,E92000001,2020-10-14,7.1,1442517
nation,England,E92000001,2020-10-13,7.0,1443194
nation,England,E92000001,2020-10-12,6.9,1454412
nation,England,E92000001,2020-10-11,6.7,1461712
nation,England,E92000001,2020-10-10,6.6,1473129
nation,England,E92000001,2020-10-09,6.5,1478537
nation,England,E92000001,2020-10-08,6.5,1466298
nation,England,E92000001,2020-10-07,6.3,1433510
nation,England,E92000001,2020-10-06,6.1,1399381
nation,England,E92000001,2020-10-05,5.8,1373304
nation,England,E92000001,2020-10-04,5.4,1363830
nation,England,E92000001,2020-10-03,5.2,1350131
nation,England,E92000001,2020-10-02,5.0,1325632
nation,England,E92000001,2020-10-01,4.7,1291969
nation,England,E92000001,2020-09-30,4.3,1272362
nation,England,E92000001,2020-09-29,4.0,1263283
nation,England,E92000001,2020-09-28,3.7,1266589
nation,England,E92000001,2020-09-27,3.4,1262511
nation,England,E92000001,2020-09-26,3.2,1270112
nation,England,E92000001,2020-09-25,3.1,1267113
nation,England,E92000001,2020-09-24,3.0,1253315
nation,England,E92000001,2020-09-23,2.8,1233490
nation,England,E92000001,2020-09-22,2.7,1226993
nation,England,E92000001,2020-09-21,2.5,1229518
nation,England,E92000001,2020-09-20,2.3,1229853
nation,England,E92000001,2020-09-19,2.1,1203361
nation,England,E92000001,2020-09-18,2.0,1194130
nation,England,E92000001,2020-09-17,1.8,1190311
nation,England,E92000001,2020-09-16,1.8,1190017
nation,England,E92000001,2020-09-15,1.7,1182768
nation,England,E92000001,2020-09-14,1.7,1177902
nation,England,E92000001,2020-09-13,1.7,1198261
nation,England,E92000001,2020-09-12,1.8,1205195
nation,England,E92000001,2020-09-11,1.8,1201555
nation,England,E92000001,2020-09-10,1.8,1172835
nation,England,E92000001,2020-09-09,1.8,1146370
nation,England,E92000001,2020-09-08,1.8,1127841
nation,England,E92000001,2020-09-07,1.7,1116807
nation,England,E92000001,2020-09-06,1.7,1031597
nation,England,E92000001,2020-09-05,1.6,1017624
nation,England,E92000001,2020-09-04,1.5,994923
nation,England,E92000001,2020-09-03,1.4,951167
nation,England,E92000001,2020-09-02,1.3,915391
nation,England,E92000001,2020-09-01,1.2,884206
nation,England,E92000001,2020-08-31,1.1,865768
nation,England,E92000001,2020-08-30,1.0,924705
nation,England,E92000001,2020-08-29,1.0,920484
nation,England,E92000001,2020-08-28,1.0,919501
nation,England,E92000001,2020-08-27,0.9,927011
nation,England,E92000001,2020-08-26,0.9,934794
nation,England,E92000001,2020-08-25,0.9,936905
nation,England,E92000001,2020-08-24,0.9,932487
nation,England,E92000001,2020-08-23,0.9,931519
nation,England,E92000001,2020-08-22,0.9,928313
nation,England,E92000001,2020-08-21,0.9,921035
nation,England,E92000001,2020-08-20,0.9,902942
nation,England,E92000001,2020-08-19,0.9,879248
nation,England,E92000001,2020-08-18,0.9,858515
nation,England,E92000001,2020-08-17,1.0,854376
nation,England,E92000001,2020-08-16,1.0,846246
nation,England,E92000001,2020-08-15,1.0,838792
nation,England,E92000001,2020-08-14,1.0,829903
nation,England,E92000001,2020-08-13,1.0,812440
nation,England,E92000001,2020-08-12,1.0,809408
nation,England,E92000001,2020-08-11,1.0,809000
nation,England,E92000001,2020-08-10,1.0,804971
nation,England,E92000001,2020-08-09,0.9,803911
nation,England,E92000001,2020-08-08,0.9,809198
nation,England,E92000001,2020-08-07,0.9,808761
nation,England,E92000001,2020-08-06,0.9,791965
nation,England,E92000001,2020-08-05,0.9,771565
nation,England,E92000001,2020-08-04,0.9,753383
nation,England,E92000001,2020-08-03,0.9,735484
nation,England,E92000001,2020-08-02,0.9,721175
nation,England,E92000001,2020-08-01,0.9,712254
nation,England,E92000001,2020-07-31,0.9,704203
nation,England,E92000001,2020-07-30,0.9,694118
nation,England,E92000001,2020-07-29,1.0,672781
nation,England,E92000001,2020-07-28,1.0,645002
nation,England,E92000001,2020-07-27,1.0,627623
nation,England,E92000001,2020-07-26,1.0,618180
nation,England,E92000001,2020-07-25,1.0,614518
nation,England,E92000001,2020-07-24,1.0,612432
nation,England,E92000001,2020-07-23,0.9,609915
nation,England,E92000001,2020-07-22,0.9,615582
nation,England,E92000001,2020-07-21,0.9,634365
nation,England,E92000001,2020-07-20,0.9,650654
nation,England,E92000001,2020-07-19,0.8,656324
nation,England,E92000001,2020-07-18,0.8,646974
nation,England,E92000001,2020-07-17,0.9,637524
nation,England,E92000001,2020-07-16,0.9,626084
nation,England,E92000001,2020-07-15,0.9,621046
nation,England,E92000001,2020-07-14,0.9,604453
nation,England,E92000001,2020-07-13,0.9,584302
nation,England,E92000001,2020-07-12,1.0,564552
nation,England,E92000001,2020-07-11,1.0,559712
nation,England,E92000001,2020-07-10,1.0,555722
nation,England,E92000001,2020-07-09,1.0,540782
nation,England,E92000001,2020-07-08,1.1,523684
nation,England,E92000001,2020-07-07,1.1,505758
nation,England,E92000001,2020-07-06,1.1,491874
nation,England,E92000001,2020-07-05,1.1,490964
nation,England,E92000001,2020-07-04,1.1,488404
nation,England,E92000001,2020-07-03,1.2,481925
nation,England,E92000001,2020-07-02,1.2,469649
nation,England,E92000001,2020-07-01,1.3,452063
nation,England,E92000001,2020-06-30,1.4,435293
nation,England,E92000001,2020-06-29,1.5,422125
nation,England,E92000001,2020-06-28,1.6,405337
nation,England,E92000001,2020-06-27,1.7,399096
nation,England,E92000001,2020-06-26,1.7,395725
nation,England,E92000001,2020-06-25,1.8,388998
nation,England,E92000001,2020-06-24,1.9,393517
nation,England,E92000001,2020-06-23,1.9,392837
nation,England,E92000001,2020-06-22,2.0,391609
nation,England,E92000001,2020-06-21,2.0,390318
nation,England,E92000001,2020-06-20,2.1,392704
nation,England,E92000001,2020-06-19,2.1,396915
nation,England,E92000001,2020-06-18,2.1,401694
nation,England,E92000001,2020-06-17,2.1,407349
nation,England,E92000001,2020-06-16,2.1,420703
nation,England,E92000001,2020-06-15,2.1,437392
nation,England,E92000001,2020-06-14,2.0,448372
nation,England,E92000001,2020-06-13,2.0,450737
nation,England,E92000001,2020-06-12,2.0,458452
nation,England,E92000001,2020-06-11,2.0,466644
nation,England,E92000001,2020-06-10,2.0,472614
nation,England,E92000001,2020-06-09,2.1,471196
nation,England,E92000001,2020-06-08,2.2,465217
nation,England,E92000001,2020-06-07,2.3,460855
nation,England,E92000001,2020-06-06,2.4,458652
nation,England,E92000001,2020-06-05,2.5,454346
nation,England,E92000001,2020-06-04,2.6,450188
nation,England,E92000001,2020-06-03,2.8,448731
nation,England,E92000001,2020-06-02,2.9,447084
nation,England,E92000001,2020-06-01,3.1,432593
nation,England,E92000001,2020-05-31,3.2,411673
nation,England,E92000001,2020-05-30,3.3,413586
nation,England,E92000001,2020-05-29,3.3,414799
nation,England,E92000001,2020-05-28,3.5,410218
nation,England,E92000001,2020-05-27,3.7,409089
nation,England,E92000001,2020-05-26,3.8,411194
nation,England,E92000001,2020-05-25,3.9,428309
nation,England,E92000001,2020-05-24,4.0,447670
nation,England,E92000001,2020-05-23,4.0,447724
nation,England,E92000001,2020-05-22,4.1,452781
nation,England,E92000001,2020-05-21,4.2,451793
nation,England,E92000001,2020-05-20,4.2,442667
nation,England,E92000001,2020-05-19,4.4,438810
nation,England,E92000001,2020-05-18,4.5,432731
nation,England,E92000001,2020-05-17,4.7,433043
nation,England,E92000001,2020-05-16,4.9,429664
nation,England,E92000001,2020-05-15,5.1,411862
nation,England,E92000001,2020-05-14,5.3,400569
nation,England,E92000001,2020-05-13,5.5,400289
nation,England,E92000001,2020-05-12,5.8,389859
nation,England,E92000001,2020-05-11,6.1,373823
nation,England,E92000001,2020-05-10,6.3,352201
nation,England,E92000001,2020-05-09,6.4,356721
nation,England,E92000001,2020-05-08,6.4,366520
nation,England,E92000001,2020-05-07,6.5,384507
nation,England,E92000001,2020-05-06,6.6,393153
nation,England,E92000001,2020-05-05,6.9,396717
nation,England,E92000001,2020-05-04,7.3,390010
nation,England,E92000001,2020-05-03,7.7,383870
nation,England,E92000001,2020-05-02,8.1,363763
nation,England,E92000001,2020-05-01,8.8,341482
nation,England,E92000001,2020-04-30,10.2,296904
nation,England,E92000001,2020-04-29,12.2,247756
nation,England,E92000001,2020-04-28,14.6,205938
nation,England,E92000001,2020-04-27,16.6,179351
nation,England,E92000001,2020-04-26,18.3,161134
nation,England,E92000001,2020-04-25,20.3,147026
nation,England,E92000001,2020-04-24,22.4,137186
nation,England,E92000001,2020-04-23,24.3,125013
nation,England,E92000001,2020-04-22,25.8,117056
nation,England,E92000001,2020-04-21,27.1,109754
nation,England,E92000001,2020-04-20,28.1,103975
nation,England,E92000001,2020-04-19,29.1,98513
nation,England,E92000001,2020-04-18,29.7,94160
nation,England,E92000001,2020-04-17,30.6,88080
nation,England,E92000001,2020-04-16,31.9,81931
nation,England,E92000001,2020-04-15,33.2,77823
nation,England,E92000001,2020-04-14,34.7,74480
nation,England,E92000001,2020-04-13,36.1,75105
nation,England,E92000001,2020-04-12,37.1,75881
nation,England,E92000001,2020-04-11,38.0,74196
nation,England,E92000001,2020-04-10,38.9,74208
nation,England,E92000001,2020-04-09,39.4,74053
nation,England,E92000001,2020-04-08,40.3,72597
nation,England,E92000001,2020-04-07,40.7,70821
nation,England,E92000001,2020-04-06,40.4,69181
nation,England,E92000001,2020-04-05,40.3,67094
nation,England,E92000001,2020-04-04,40.2,65152
nation,England,E92000001,2020-04-03,39.9,62755
nation,England,E92000001,2020-04-02,39.4,59914
nation,England,E92000001,2020-04-01,38.6,57344
nation,England,E92000001,2020-03-31,37.4,53940
nation,England,E92000001,2020-03-30,35.7,51453
nation,England,E92000001,2020-03-29,33.7,49305
nation,England,E92000001,2020-03-28,32.1,47638
nation,England,E92000001,2020-03-27,29.9,46750
nation,England,E92000001,2020-03-26,27.7,44433
nation,England,E92000001,2020-03-25,24.9,42089
nation,England,E92000001,2020-03-24,22.7,40143
nation,England,E92000001,2020-03-23,20.5,37748
nation,England,E92000001,2020-03-22,18.0,35517
nation,England,E92000001,2020-03-21,16.8,33204
nation,England,E92000001,2020-03-20,15.5,31568
nation,England,E92000001,2020-03-19,14.0,30319
nation,England,E92000001,2020-03-18,13.1,28667
nation,England,E92000001,2020-03-17,11.6,27139
nation,England,E92000001,2020-03-16,10.5,24709
nation,England,E92000001,2020-03-15,10.0,21946
nation,England,E92000001,2020-03-14,9.5,19810
nation,England,E92000001,2020-03-13,9.2,17521
nation,England,E92000001,2020-03-12,8.4,15021
nation,England,E92000001,2020-03-11,7.4,12406
nation,England,E92000001,2020-03-10,6.3,10466
nation,England,E92000001,2020-03-09,5.1,9533
nation,England,E92000001,2020-03-08,4.1,9410
nation,England,E92000001,2020-03-07,3.7,9235
nation,England,E92000001,2020-03-06,3.2,9372
nation,England,E92000001,2020-03-05,2.4,9599
nation,England,E92000001,2020-03-04,1.9,9788
nation,England,E92000001,2020-03-03,1.4,9649
nation,England,E92000001,2020-03-02,1.0,8790
nation,England,E92000001,2020-03-01,0.7,7826
nation,England,E92000001,2020-02-29,0.6,6795
nation,England,E92000001,2020-02-28,0.6,5608
nation,England,E92000001,2020-02-27,0.5,4281
nation,England,E92000001,2020-02-26,0.4,3067
nation,England,E92000001,2020-02-25,0.5,2208
nation,England,E92000001,2020-02-24,0.3,1959
nation,England,E92000001,2020-02-23,0.3,1953
nation,England,E92000001,2020-02-22,0.2,1960
nation,England,E92000001,2020-02-21,0.1,2086
nation,England,E92000001,2020-02-20,,2341
nation,England,E92000001,2020-02-19,0.1,2683
nation,England,E92000001,2020-02-18,0.1,2859
nation,England,E92000001,2020-02-17,0.2,3184
nation,England,E92000001,2020-02-16,0.2,3185
nation,England,E92000001,2020-02-15,0.2,3170
nation,England,E92000001,2020-02-14,0.4,3046
nation,England,E92000001,2020-02-13,0.4,2547
nation,England,E92000001,2020-02-12,0.5,2068
nation,England,E92000001,2020-02-11,0.6,1572
nation,England,E92000001,2020-02-10,0.7,1170
nation,England,E92000001,2020-02-09,0.9,798
nation,England,E92000001,2020-02-08,0.9,535
