areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPillarFourTestsByPublishDate,hospitalCases
K02000001,United Kingdom,overview,2022-02-27,187933,51304464,13582205,10232
K02000001,United Kingdom,overview,2022-02-26,187814,51300773,13567110,10077
K02000001,United Kingdom,overview,2022-02-25,187711,51292826,13550573,10350
K02000001,United Kingdom,overview,2022-02-24,187590,51286013,13535329,10472
K02000001,United Kingdom,overview,2022-02-23,187463,51279214,13519029,10757
K02000001,United Kingdom,overview,2022-02-22,187344,51271750,13495974,10805
K02000001,United Kingdom,overview,2022-02-21,187224,51264920,13480317,11071
K02000001,United Kingdom,overview,2022-02-20,187114,51258723,13466715,10886
K02000001,United Kingdom,overview,2022-02-19,186987,51254603,13453419,10977
K02000001,United Kingdom,overview,2022-02-18,186865,51245900,13438695,10961
K02000001,United Kingdom,overview,2022-02-17,186737,51240350,13415120,11323
K02000001,United Kingdom,overview,2022-02-16,186612,51231564,13383220,11485
K02000001,United Kingdom,overview,2022-02-15,186479,51223008,13356284,11818
K02000001,United Kingdom,overview,2022-02-14,186346,51214599,13331738,12039
K02000001,United Kingdom,overview,2022-02-13,186188,51207459,13319650,11810
K02000001,United Kingdom,overview,2022-02-12,186061,51201835,13300007,11757
K02000001,United Kingdom,overview,2022-02-11,185917,51189723,13281381,12108
K02000001,United Kingdom,overview,2022-02-10,185775,51179489,13258307,12531
K02000001,United Kingdom,overview,2022-02-09,185651,51169513,13239410,12936
K02000001,United Kingdom,overview,2022-02-08,185507,51159275,13173989,13360
K02000001,United Kingdom,overview,2022-02-07,185348,51149687,13160795,13603
K02000001,United Kingdom,overview,2022-02-06,185208,51140767,13097369,13416
K02000001,United Kingdom,overview,2022-02-05,185050,51134257,13080315,13528
K02000001,United Kingdom,overview,2022-02-04,184877,51121572,13064930,14021
K02000001,United Kingdom,overview,2022-02-03,184717,51110965,13048013,14459
K02000001,United Kingdom,overview,2022-02-02,184526,51099346,13028668,14648
K02000001,United Kingdom,overview,2022-02-01,184338,51088063,13008985,15056
K02000001,United Kingdom,overview,2022-01-31,184131,51076449,12996054,15514
K02000001,United Kingdom,overview,2022-01-30,183923,51065294,12980861,15163
K02000001,United Kingdom,overview,2022-01-29,183732,51054267,12964197,14885
K02000001,United Kingdom,overview,2022-01-28,183551,51036090,12952376,15759
K02000001,United Kingdom,overview,2022-01-27,183349,51019982,12878966,15983
K02000001,United Kingdom,overview,2022-01-26,183129,51004803,12861715,16327
K02000001,United Kingdom,overview,2022-01-25,182933,50990620,12846126,16397
K02000001,United Kingdom,overview,2022-01-24,182739,50977510,12832911,16993
K02000001,United Kingdom,overview,2022-01-23,182510,50965413,12820470,16721
K02000001,United Kingdom,overview,2022-01-22,182292,50954198,12802488,16745
K02000001,United Kingdom,overview,2022-01-21,182068,50934692,12777458,17391
K02000001,United Kingdom,overview,2022-01-20,181820,50917805,12763825,17824
K02000001,United Kingdom,overview,2022-01-19,181618,50901557,12739416,18327
K02000001,United Kingdom,overview,2022-01-18,181397,50885379,12714575,18833
K02000001,United Kingdom,overview,2022-01-17,181163,50868523,12652039,19267
K02000001,United Kingdom,overview,2022-01-16,180931,50853689,12637395,19036
K02000001,United Kingdom,overview,2022-01-15,180674,50836941,12610373,18913
K02000001,United Kingdom,overview,2022-01-14,180414,50810232,12584654,19165
K02000001,United Kingdom,overview,2022-01-13,180178,50790879,12553983,19368
K02000001,United Kingdom,overview,2022-01-12,179935,50772162,12528905,19529
K02000001,United Kingdom,overview,2022-01-11,179696,50753883,12499753,19561
K02000001,United Kingdom,overview,2022-01-10,179462,50736587,12475042,19656
K02000001,United Kingdom,overview,2022-01-09,179218,50720647,12392712,18843
K02000001,United Kingdom,overview,2022-01-08,178976,50699703,12362632,18417
K02000001,United Kingdom,overview,2022-01-07,178760,50668565,12346756,18492
K02000001,United Kingdom,overview,2022-01-06,178531,50646678,12334458,18311
K02000001,United Kingdom,overview,2022-01-05,178308,50623760,12324062,17842
K02000001,United Kingdom,overview,2022-01-04,178126,50599173,12320323,17136
K02000001,United Kingdom,overview,2022-01-03,177922,50575271,12258546,16134
K02000001,United Kingdom,overview,2022-01-02,177743,50556933,12256973,14961
K02000001,United Kingdom,overview,2022-01-01,177573,50545269,12237695,14340
K02000001,United Kingdom,overview,2021-12-31,177397,50543413,12227205,14026
K02000001,United Kingdom,overview,2021-12-30,177242,50529576,12211315,13003
K02000001,United Kingdom,overview,2021-12-29,177065,50497122,12196292,11820
K02000001,United Kingdom,overview,2021-12-28,176933,50464279,12192849,10769
K02000001,United Kingdom,overview,2021-12-27,176771,50440902,12188539,9621
K02000001,United Kingdom,overview,2021-12-26,176638,50423652,12187454,8615
K02000001,United Kingdom,overview,2021-12-25,176522,50422108,12179963,8210
K02000001,United Kingdom,overview,2021-12-24,176410,50421711,12162620,8419
K02000001,United Kingdom,overview,2021-12-23,176293,50412148,12152361,8180
K02000001,United Kingdom,overview,2021-12-22,176157,50381930,12138354,8150
K02000001,United Kingdom,overview,2021-12-21,176021,50345365,12133018,7924
K02000001,United Kingdom,overview,2021-12-20,175909,50309590,12088610,7720
K02000001,United Kingdom,overview,2021-12-19,175773,50274567,12066952,7474
K02000001,United Kingdom,overview,2021-12-18,175656,50240877,12052279,7323
K02000001,United Kingdom,overview,2021-12-17,175549,50202846,12043390,7381
K02000001,United Kingdom,overview,2021-12-16,175418,50172247,12030675,7505
K02000001,United Kingdom,overview,2021-12-15,175300,50140981,12017179,7488
K02000001,United Kingdom,overview,2021-12-14,175180,50113557,12008691,7576
K02000001,United Kingdom,overview,2021-12-13,175028,50088623,11970332,7573
K02000001,United Kingdom,overview,2021-12-12,174915,50067128,11949036,7358
K02000001,United Kingdom,overview,2021-12-11,174778,50044981,11932204,7239
K02000001,United Kingdom,overview,2021-12-10,174669,50020402,11917005,7280
K02000001,United Kingdom,overview,2021-12-09,174547,49999032,11896908,7321
K02000001,United Kingdom,overview,2021-12-08,174415,49977658,11874763,7248
K02000001,United Kingdom,overview,2021-12-07,174282,49958508,11853788,7225
K02000001,United Kingdom,overview,2021-12-06,174150,49939733,11800792,7234
K02000001,United Kingdom,overview,2021-12-05,174007,49922469,11771622,7129
K02000001,United Kingdom,overview,2021-12-04,173890,49904229,11757156,7033
K02000001,United Kingdom,overview,2021-12-03,173727,49877536,11701444,7178
K02000001,United Kingdom,overview,2021-12-02,173580,49856070,11682732,7260
K02000001,United Kingdom,overview,2021-12-01,173457,49834092,11676696,7194
K02000001,United Kingdom,overview,2021-11-30,173319,49811627,11673007,7520
K02000001,United Kingdom,overview,2021-11-29,173197,49787804,11619293,7503
K02000001,United Kingdom,overview,2021-11-28,173053,49768182,11598517,7276
K02000001,United Kingdom,overview,2021-11-27,172909,49750869,11572631,7252
K02000001,United Kingdom,overview,2021-11-26,172785,49726127,11554964,7402
K02000001,United Kingdom,overview,2021-11-25,172653,49705879,11535277,7496
K02000001,United Kingdom,overview,2021-11-24,172512,49683336,11516840,7487
K02000001,United Kingdom,overview,2021-11-23,172388,49661295,11507807,7731
K02000001,United Kingdom,overview,2021-11-22,172238,49638961,11453741,7945
K02000001,United Kingdom,overview,2021-11-21,172107,49618214,11441605,7847
K02000001,United Kingdom,overview,2021-11-20,171986,49603811,11415349,7754
K02000001,United Kingdom,overview,2021-11-19,171843,49579126,11402272,7870
K02000001,United Kingdom,overview,2021-11-18,171701,49553361,11386007,7911
K02000001,United Kingdom,overview,2021-11-17,171570,49524401,11371561,8002
K02000001,United Kingdom,overview,2021-11-16,171443,49492770,11361659,8237
K02000001,United Kingdom,overview,2021-11-15,171277,49462601,11335883,8514
K02000001,United Kingdom,overview,2021-11-14,171106,49430539,11323498,8344
K02000001,United Kingdom,overview,2021-11-13,170972,49411535,11308569,8256
K02000001,United Kingdom,overview,2021-11-12,170820,49379965,11293042,8397
K02000001,United Kingdom,overview,2021-11-11,170674,49345404,11276476,8498
K02000001,United Kingdom,overview,2021-11-10,170516,49308542,11253544,8641
K02000001,United Kingdom,overview,2021-11-09,170346,49272145,11240669,8713
K02000001,United Kingdom,overview,2021-11-08,170189,49232076,11227325,8769
K02000001,United Kingdom,overview,2021-11-07,170028,49195658,11216610,8616
K02000001,United Kingdom,overview,2021-11-06,169867,49174025,11198348,8592
K02000001,United Kingdom,overview,2021-11-05,169696,49140317,11185175,8834
K02000001,United Kingdom,overview,2021-11-04,169530,49097572,11163169,9049
K02000001,United Kingdom,overview,2021-11-03,169361,49052031,11139718,9197
K02000001,United Kingdom,overview,2021-11-02,169177,49006158,11104095,9409
K02000001,United Kingdom,overview,2021-11-01,169012,48960714,11086770,9423
K02000001,United Kingdom,overview,2021-10-31,168820,48919389,11074408,9179
K02000001,United Kingdom,overview,2021-10-30,168624,48893961,11060031,9025
K02000001,United Kingdom,overview,2021-10-29,168459,48859950,11038490,8986
K02000001,United Kingdom,overview,2021-10-28,168274,48823526,11007436,8900
K02000001,United Kingdom,overview,2021-10-27,168075,48782807,10981445,8827
K02000001,United Kingdom,overview,2021-10-26,167898,48742677,10949804,8714
K02000001,United Kingdom,overview,2021-10-25,167719,48706736,10942625,8595
K02000001,United Kingdom,overview,2021-10-24,167570,48675059,10920561,8277
K02000001,United Kingdom,overview,2021-10-23,167403,48654689,10909281,8121
K02000001,United Kingdom,overview,2021-10-22,167231,48623456,10899268,8123
K02000001,United Kingdom,overview,2021-10-21,167080,48579285,10883392,8132
K02000001,United Kingdom,overview,2021-10-20,166915,48531181,10864300,8035
K02000001,United Kingdom,overview,2021-10-19,166761,48480406,10846994,7788
K02000001,United Kingdom,overview,2021-10-18,166618,48433607,10760599,7636
K02000001,United Kingdom,overview,2021-10-17,166479,48387431,10732505,7267
K02000001,United Kingdom,overview,2021-10-16,166338,48371347,10732204,7002
K02000001,United Kingdom,overview,2021-10-15,166186,48345262,10732204,6969
K02000001,United Kingdom,overview,2021-10-14,166046,48297109,10715017,6965
K02000001,United Kingdom,overview,2021-10-13,165885,48246997,10697615,6910
K02000001,United Kingdom,overview,2021-10-12,165748,48197784,10680440,6910
K02000001,United Kingdom,overview,2021-10-11,165612,48147341,10667880,6890
K02000001,United Kingdom,overview,2021-10-10,165474,48103475,10656632,6746
K02000001,United Kingdom,overview,2021-10-09,165359,48080840,10656530,6583
K02000001,United Kingdom,overview,2021-10-08,165238,48049957,10643994,6647
K02000001,United Kingdom,overview,2021-10-07,165116,48005786,10627979,6650
K02000001,United Kingdom,overview,2021-10-06,164983,47959697,10611685,6700
K02000001,United Kingdom,overview,2021-10-05,164869,47913799,10584298,6723
K02000001,United Kingdom,overview,2021-10-04,164734,47867689,10571999,6646
K02000001,United Kingdom,overview,2021-10-03,164621,47827451,10570479,6451
K02000001,United Kingdom,overview,2021-10-02,164514,47804324,10555779,6300
K02000001,United Kingdom,overview,2021-10-01,164396,47774938,10541612,6444
K02000001,United Kingdom,overview,2021-09-30,164257,47736593,10540577,6600
K02000001,United Kingdom,overview,2021-09-29,164128,47696557,10522985,6750
K02000001,United Kingdom,overview,2021-09-28,163986,47659680,10506170,6855
K02000001,United Kingdom,overview,2021-09-27,163865,47624945,10469096,6872
K02000001,United Kingdom,overview,2021-09-26,163738,47596333,10456562,6638
K02000001,United Kingdom,overview,2021-09-25,163627,47580939,10435850,6775
K02000001,United Kingdom,overview,2021-09-24,163499,47557166,10417263,6733
K02000001,United Kingdom,overview,2021-09-23,163358,47528300,10380456,6982
K02000001,United Kingdom,overview,2021-09-22,163209,47501356,10356077,7221
K02000001,United Kingdom,overview,2021-09-21,163050,47478442,10343708,7423
K02000001,United Kingdom,overview,2021-09-20,162911,47459069,10279915,7606
K02000001,United Kingdom,overview,2021-09-19,162752,47439801,10270066,7548
K02000001,United Kingdom,overview,2021-09-18,162615,47426753,10262285,7500
K02000001,United Kingdom,overview,2021-09-17,162478,47400985,10238911,7713
K02000001,United Kingdom,overview,2021-09-16,162294,47381525,10209967,7923
K02000001,United Kingdom,overview,2021-09-15,162132,47360122,10190925,8202
K02000001,United Kingdom,overview,2021-09-14,161963,47338618,10157722,8202
K02000001,United Kingdom,overview,2021-09-13,161793,47318859,10130311,8278
K02000001,United Kingdom,overview,2021-09-12,161674,47301256,10114131,8064
K02000001,United Kingdom,overview,2021-09-11,161533,47286636,10102262,7962
K02000001,United Kingdom,overview,2021-09-10,161388,47258399,10087559,8134
K02000001,United Kingdom,overview,2021-09-09,161238,47233035,10085141,7962
K02000001,United Kingdom,overview,2021-09-08,161058,47208756,10070699,7943
K02000001,United Kingdom,overview,2021-09-07,160915,47185380,10054645,7781
K02000001,United Kingdom,overview,2021-09-06,160749,47163222,9998589,7844
K02000001,United Kingdom,overview,2021-09-05,160592,47142781,9985851,7556
K02000001,United Kingdom,overview,2021-09-04,160428,47122008,9978642,7359
K02000001,United Kingdom,overview,2021-09-03,160282,47081548,9965653,7480
K02000001,United Kingdom,overview,2021-09-02,160130,47046933,9953550,7423
K02000001,United Kingdom,overview,2021-09-01,159993,47008435,9943129,7482
K02000001,United Kingdom,overview,2021-08-31,159868,46969076,9933321,7489
K02000001,United Kingdom,overview,2021-08-30,159740,46931152,9883518,7144
K02000001,United Kingdom,overview,2021-08-29,159631,46912601,9869047,6921
K02000001,United Kingdom,overview,2021-08-28,159492,46889039,9855501,6797
K02000001,United Kingdom,overview,2021-08-27,159358,46846645,9845493,6903
K02000001,United Kingdom,overview,2021-08-26,159219,46804161,9835076,6848
K02000001,United Kingdom,overview,2021-08-25,159094,46751839,9829077,6813
K02000001,United Kingdom,overview,2021-08-24,158986,46692202,9815566,6774
K02000001,United Kingdom,overview,2021-08-23,158868,46636145,9763752,6842
K02000001,United Kingdom,overview,2021-08-22,158748,46591629,9746142,6562
K02000001,United Kingdom,overview,2021-08-21,158619,46548693,9734382,6350
K02000001,United Kingdom,overview,2021-08-20,158501,46473117,9730020,6332
K02000001,United Kingdom,overview,2021-08-19,158374,46412648,9712444,6319
K02000001,United Kingdom,overview,2021-08-18,158259,46357252,9703462,6279
K02000001,United Kingdom,overview,2021-08-17,158148,46311145,9687263,6216
K02000001,United Kingdom,overview,2021-08-16,158046,46270856,9641284,6193
K02000001,United Kingdom,overview,2021-08-15,157957,46236229,9631577,5862
K02000001,United Kingdom,overview,2021-08-14,157866,46204397,9618067,5709
K02000001,United Kingdom,overview,2021-08-13,157762,46154565,9605539,5812
K02000001,United Kingdom,overview,2021-08-12,157664,46116366,9591778,5779
K02000001,United Kingdom,overview,2021-08-11,157558,46073439,9578419,5817
K02000001,United Kingdom,overview,2021-08-10,157469,46031416,9562012,5836
K02000001,United Kingdom,overview,2021-08-09,157384,45995845,9550629,5841
K02000001,United Kingdom,overview,2021-08-08,157300,45969534,9507056,5690
K02000001,United Kingdom,overview,2021-08-07,157216,45944645,9494270,5549
K02000001,United Kingdom,overview,2021-08-06,157110,45903963,9481281,5613
K02000001,United Kingdom,overview,2021-08-05,157012,45872286,9466512,5643
K02000001,United Kingdom,overview,2021-08-04,156911,45840776,9451114,5697
K02000001,United Kingdom,overview,2021-08-03,156819,45810227,9437796,5902
K02000001,United Kingdom,overview,2021-08-02,156739,45782169,9396135,6114
K02000001,United Kingdom,overview,2021-08-01,156647,45757609,9384725,5893
K02000001,United Kingdom,overview,2021-07-31,156550,45735381,9371800,5876
K02000001,United Kingdom,overview,2021-07-30,156458,45694673,9358187,5940
K02000001,United Kingdom,overview,2021-07-29,156353,45659132,9344309,5903
K02000001,United Kingdom,overview,2021-07-28,156265,45619917,9328586,6019
K02000001,United Kingdom,overview,2021-07-27,156181,45582566,9311163,5993
K02000001,United Kingdom,overview,2021-07-26,156104,45548495,9258479,5896
K02000001,United Kingdom,overview,2021-07-25,156025,45517493,9248327,5536
K02000001,United Kingdom,overview,2021-07-24,155952,45492006,9235841,5270
K02000001,United Kingdom,overview,2021-07-23,155883,45446601,9223438,5202
K02000001,United Kingdom,overview,2021-07-22,155800,45405729,9173242,5001
K02000001,United Kingdom,overview,2021-07-21,155714,45363257,9158791,4830
K02000001,United Kingdom,overview,2021-07-20,155653,45320149,9142796,4637
K02000001,United Kingdom,overview,2021-07-19,155585,45281762,9132520,4557
K02000001,United Kingdom,overview,2021-07-18,155497,45247357,9123315,4250
K02000001,United Kingdom,overview,2021-07-17,155424,45211882,9110838,4139
K02000001,United Kingdom,overview,2021-07-16,155364,45142619,9097708,4063
K02000001,United Kingdom,overview,2021-07-15,155309,45084255,9081894,3949
K02000001,United Kingdom,overview,2021-07-14,155255,45021791,9065382,3776
K02000001,United Kingdom,overview,2021-07-13,155208,44962375,9044416,3598
K02000001,United Kingdom,overview,2021-07-12,155158,44906550,8995994,3389
K02000001,United Kingdom,overview,2021-07-11,155115,44858317,8902413,3118
K02000001,United Kingdom,overview,2021-07-10,155079,44816260,8877626,2975
K02000001,United Kingdom,overview,2021-07-09,155034,44719391,8858503,2886
K02000001,United Kingdom,overview,2021-07-08,154981,44628299,8849403,2713
K02000001,United Kingdom,overview,2021-07-07,154939,44531905,8821789,2627
K02000001,United Kingdom,overview,2021-07-06,154903,44443946,8798359,2438
K02000001,United Kingdom,overview,2021-07-05,154868,44360035,8748500,2316
K02000001,United Kingdom,overview,2021-07-04,154839,44285817,8731415,2131
K02000001,United Kingdom,overview,2021-07-03,154809,44208083,8710794,2016
K02000001,United Kingdom,overview,2021-07-02,154778,44067781,8690791,1975
K02000001,United Kingdom,overview,2021-07-01,154746,43947858,8669663,1910
K02000001,United Kingdom,overview,2021-06-30,154718,43809270,8649334,1801
K02000001,United Kingdom,overview,2021-06-29,154692,43671809,8626896,1727
K02000001,United Kingdom,overview,2021-06-28,154668,43535252,8577886,1725
K02000001,United Kingdom,overview,2021-06-27,154650,43412825,8560707,1588
K02000001,United Kingdom,overview,2021-06-26,154626,43274385,8545458,1532
K02000001,United Kingdom,overview,2021-06-25,154609,43033542,8528744,1526
K02000001,United Kingdom,overview,2021-06-24,154587,42831190,8513127,1505
K02000001,United Kingdom,overview,2021-06-23,154558,42613076,8497627,1485
K02000001,United Kingdom,overview,2021-06-22,154549,42414733,8491204,1534
K02000001,United Kingdom,overview,2021-06-21,154531,42229764,8460442,1514
K02000001,United Kingdom,overview,2021-06-20,154518,42084067,8452325,1381
K02000001,United Kingdom,overview,2021-06-19,154496,41920557,8436153,1347
K02000001,United Kingdom,overview,2021-06-18,154476,41631914,8416971,1361
K02000001,United Kingdom,overview,2021-06-17,154458,41406048,8397639,1319
K02000001,United Kingdom,overview,2021-06-16,154449,41162384,8384442,1254
K02000001,United Kingdom,overview,2021-06-15,154433,40963718,8368876,1229
K02000001,United Kingdom,overview,2021-06-14,154412,40784702,8320818,1179
K02000001,United Kingdom,overview,2021-06-13,154399,40655695,8312677,1138
K02000001,United Kingdom,overview,2021-06-12,154387,40504296,8299158,1102
K02000001,United Kingdom,overview,2021-06-11,154375,40239373,8281963,1074
K02000001,United Kingdom,overview,2021-06-10,154362,40032927,8271007,1091
K02000001,United Kingdom,overview,2021-06-09,154346,39828057,8253155,1060
K02000001,United Kingdom,overview,2021-06-08,154329,39648730,8230604,1052
K02000001,United Kingdom,overview,2021-06-07,154314,39514303,8198022,1029
K02000001,United Kingdom,overview,2021-06-06,154308,39405912,8184367,960
K02000001,United Kingdom,overview,2021-06-05,154295,39278688,8167086,933
K02000001,United Kingdom,overview,2021-06-04,154288,39066333,8146904,961
K02000001,United Kingdom,overview,2021-06-03,154274,38886149,8125683,933
K02000001,United Kingdom,overview,2021-06-02,154258,38692042,8102253,957
K02000001,United Kingdom,overview,2021-06-01,154246,38526281,8082596,923
K02000001,United Kingdom,overview,2021-05-31,154236,38423857,8033656,923
K02000001,United Kingdom,overview,2021-05-30,154225,38330217,8017036,901
K02000001,United Kingdom,overview,2021-05-29,154216,38205475,7995231,879
K02000001,United Kingdom,overview,2021-05-28,154204,38016497,7972089,879
K02000001,United Kingdom,overview,2021-05-27,154190,37806650,7945493,867
K02000001,United Kingdom,overview,2021-05-26,154182,37532825,7921534,890
K02000001,United Kingdom,overview,2021-05-25,154168,37292669,7892810,917
K02000001,United Kingdom,overview,2021-05-24,154157,37104367,7835984,955
K02000001,United Kingdom,overview,2021-05-23,154141,36989270,7812122,916
K02000001,United Kingdom,overview,2021-05-22,154125,36861533,7794045,879
K02000001,United Kingdom,overview,2021-05-21,154121,36645716,7775170,913
K02000001,United Kingdom,overview,2021-05-20,154103,36424391,7752299,903
K02000001,United Kingdom,overview,2021-05-19,154096,36156997,7726768,908
K02000001,United Kingdom,overview,2021-05-18,154092,35886639,7698195,888
K02000001,United Kingdom,overview,2021-05-17,154081,35703261,7634941,934
K02000001,United Kingdom,overview,2021-05-16,154068,35601940,7601452,932
K02000001,United Kingdom,overview,2021-05-15,154054,35468486,7564093,956
K02000001,United Kingdom,overview,2021-05-14,154039,35221537,7524356,965
K02000001,United Kingdom,overview,2021-05-13,154025,34995231,7478601,989
K02000001,United Kingdom,overview,2021-05-12,154010,34779048,7424732,1051
K02000001,United Kingdom,overview,2021-05-11,153995,34587657,7385162,1088
K02000001,United Kingdom,overview,2021-05-10,153974,34449783,7351811,1110
K02000001,United Kingdom,overview,2021-05-09,153966,34340333,7342824,1097
K02000001,United Kingdom,overview,2021-05-08,153955,34238253,7327267,1119
K02000001,United Kingdom,overview,2021-05-07,153935,34064357,7312643,1141
K02000001,United Kingdom,overview,2021-05-06,153917,33921896,7296126,1142
K02000001,United Kingdom,overview,2021-05-05,153900,33786663,7261225,1219
K02000001,United Kingdom,overview,2021-05-04,153878,33647571,7243277,1273
K02000001,United Kingdom,overview,2021-05-03,153863,33522280,7228911,1278
K02000001,United Kingdom,overview,2021-05-02,153846,33449711,7214960,1261
K02000001,United Kingdom,overview,2021-05-01,153827,33360218,7196839,1261
K02000001,United Kingdom,overview,2021-04-30,153811,33216647,7179764,1342
K02000001,United Kingdom,overview,2021-04-29,153795,33069759,7160054,1439
K02000001,United Kingdom,overview,2021-04-28,153778,32929019,7136350,1483
K02000001,United Kingdom,overview,2021-04-27,153757,32796561,7109086,1537
K02000001,United Kingdom,overview,2021-04-26,153732,32681880,7072020,1617
K02000001,United Kingdom,overview,2021-04-25,153711,32597037,7047515,1596
K02000001,United Kingdom,overview,2021-04-24,153684,32517681,7022945,1647
K02000001,United Kingdom,overview,2021-04-23,153660,32369917,6997599,1719
K02000001,United Kingdom,overview,2021-04-22,153631,32232980,6972105,1759
K02000001,United Kingdom,overview,2021-04-21,153598,32105077,6938159,1861
K02000001,United Kingdom,overview,2021-04-20,153562,31986962,6920869,1895
K02000001,United Kingdom,overview,2021-04-19,153527,31882013,6884009,1976
K02000001,United Kingdom,overview,2021-04-18,153504,31785758,6850532,1948
K02000001,United Kingdom,overview,2021-04-17,153473,31701908,6845147,2003
K02000001,United Kingdom,overview,2021-04-16,153430,31558345,6831965,2109
K02000001,United Kingdom,overview,2021-04-15,153398,31423037,6819775,2165
K02000001,United Kingdom,overview,2021-04-14,153355,31294552,6805174,2265
K02000001,United Kingdom,overview,2021-04-13,153320,31177203,6785039,2375
K02000001,United Kingdom,overview,2021-04-12,153273,31104926,6772671,2458
K02000001,United Kingdom,overview,2021-04-11,153235,31047128,6760059,2512
K02000001,United Kingdom,overview,2021-04-10,153194,30980882,6748585,2612
K02000001,United Kingdom,overview,2021-04-09,153151,30867987,6735072,2750
K02000001,United Kingdom,overview,2021-04-08,153113,30762391,6718893,2820
K02000001,United Kingdom,overview,2021-04-07,153051,30670447,6699382,2970
K02000001,United Kingdom,overview,2021-04-06,153005,30575442,6678294,3096
K02000001,United Kingdom,overview,2021-04-05,152960,30494759,6647627,3207
K02000001,United Kingdom,overview,2021-04-04,152915,30456318,6647068,3178
K02000001,United Kingdom,overview,2021-04-03,152862,30409262,6636021,3194
K02000001,United Kingdom,overview,2021-04-02,152820,30303811,6623118,3319
K02000001,United Kingdom,overview,2021-04-01,152770,30199206,6610400,3497
K02000001,United Kingdom,overview,2021-03-31,152707,30033124,6594173,3682
K02000001,United Kingdom,overview,2021-03-30,152633,29800471,6570711,3919
K02000001,United Kingdom,overview,2021-03-29,152577,29583547,6542860,4133
K02000001,United Kingdom,overview,2021-03-28,152506,29363171,6527839,4112
K02000001,United Kingdom,overview,2021-03-27,152456,29113242,6508244,4365
K02000001,United Kingdom,overview,2021-03-26,152391,28639645,6487152,4414
K02000001,United Kingdom,overview,2021-03-25,152316,28255380,6461598,4510
K02000001,United Kingdom,overview,2021-03-24,152237,27905803,6437508,4797
K02000001,United Kingdom,overview,2021-03-23,152167,27570099,6406937,5068
K02000001,United Kingdom,overview,2021-03-22,152072,27250500,6374527,5349
K02000001,United Kingdom,overview,2021-03-21,151964,26932194,6349252,5355
K02000001,United Kingdom,overview,2021-03-20,151837,26589586,6323450,5468
K02000001,United Kingdom,overview,2021-03-19,151736,25815698,6296232,5781
K02000001,United Kingdom,overview,2021-03-18,151632,25194230,6267273,6051
K02000001,United Kingdom,overview,2021-03-17,151532,24659625,6238795,6487
K02000001,United Kingdom,overview,2021-03-16,151405,24200149,6207756,6754
K02000001,United Kingdom,overview,2021-03-15,151291,23760996,6177419,7115
K02000001,United Kingdom,overview,2021-03-14,151152,23388063,6159088,7224
K02000001,United Kingdom,overview,2021-03-13,151014,23131778,6144214,7290
K02000001,United Kingdom,overview,2021-03-12,150879,22599799,6129763,7632
K02000001,United Kingdom,overview,2021-03-11,150744,22228156,6113344,7969
K02000001,United Kingdom,overview,2021-03-10,150571,22039801,6094997,8342
K02000001,United Kingdom,overview,2021-03-09,150408,21797080,6074036,8899
K02000001,United Kingdom,overview,2021-03-08,150223,21586431,6045655,9364
K02000001,United Kingdom,overview,2021-03-07,150026,21391997,6034090,9355
K02000001,United Kingdom,overview,2021-03-06,149829,21232782,6021159,9607
K02000001,United Kingdom,overview,2021-03-05,149619,20807695,6007566,10206
K02000001,United Kingdom,overview,2021-03-04,149397,20372016,5992164,10819
K02000001,United Kingdom,overview,2021-03-03,149163,19998436,5973827,11403
K02000001,United Kingdom,overview,2021-03-02,148945,19723017,5954330,12003
K02000001,United Kingdom,overview,2021-03-01,148701,19505040,5941229,12743
K02000001,United Kingdom,overview,2021-02-28,148404,20245742,5916737,12645
K02000001,United Kingdom,overview,2021-02-27,148123,17736517,5900705,13120
K02000001,United Kingdom,overview,2021-02-26,147815,17736517,5884457,13931
K02000001,United Kingdom,overview,2021-02-25,147511,17736517,5868020,14695
K02000001,United Kingdom,overview,2021-02-24,147156,17736517,5852504,15378
K02000001,United Kingdom,overview,2021-02-23,146789,17736517,5829546,15930
K02000001,United Kingdom,overview,2021-02-22,146408,17736517,5798040,16687
K02000001,United Kingdom,overview,2021-02-21,146029,17736517,5780767,16676
K02000001,United Kingdom,overview,2021-02-20,145618,15367629,5757230,16856
K02000001,United Kingdom,overview,2021-02-19,145166,15367629,5733276,17673
K02000001,United Kingdom,overview,2021-02-18,144697,15367629,5707185,18321
K02000001,United Kingdom,overview,2021-02-17,144176,15367629,5675881,19238
K02000001,United Kingdom,overview,2021-02-16,143670,15367629,5642513,20000
K02000001,United Kingdom,overview,2021-02-15,143102,15367629,5619334,20765
K02000001,United Kingdom,overview,2021-02-14,142487,15367629,5592750,20820
K02000001,United Kingdom,overview,2021-02-13,141882,12410318,5564209,20741
K02000001,United Kingdom,overview,2021-02-12,141296,12410318,5528455,22093
K02000001,United Kingdom,overview,2021-02-11,140660,12410318,5494422,23160
K02000001,United Kingdom,overview,2021-02-10,139984,12410318,5463204,24152
K02000001,United Kingdom,overview,2021-02-09,139272,12410318,5430916,25404
K02000001,United Kingdom,overview,2021-02-08,138549,12410318,5395430,26452
K02000001,United Kingdom,overview,2021-02-07,137768,12410318,5381564,26486
K02000001,United Kingdom,overview,2021-02-06,137015,9448950,5364173,26600
