areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPillarFourTestsByPublishDate,hospitalCases
K02000001,United Kingdom,overview,2021-02-05,136228,9448950,5345335,28063
K02000001,United Kingdom,overview,2021-02-04,135354,9448950,5325171,29078
K02000001,United Kingdom,overview,2021-02-03,134528,9448950,5302061,30251
K02000001,United Kingdom,overview,2021-02-02,133552,9448950,5275120,31400
K02000001,United Kingdom,overview,2021-02-01,132589,9448950,5245177,32572
K02000001,United Kingdom,overview,2021-01-31,131582,9448950,5221899,32178
K02000001,United Kingdom,overview,2021-01-30,130587,6861879,5196440,32611
K02000001,United Kingdom,overview,2021-01-29,129561,6861879,5167919,33440
K02000001,United Kingdom,overview,2021-01-28,128401,6861879,5137782,34481
K02000001,United Kingdom,overview,2021-01-27,127177,6861879,5095852,35075
K02000001,United Kingdom,overview,2021-01-26,125945,6861879,5030341,36633
K02000001,United Kingdom,overview,2021-01-25,124772,6861879,4960201,37271
K02000001,United Kingdom,overview,2021-01-24,123509,6861879,4946901,37234
K02000001,United Kingdom,overview,2021-01-23,122270,4297431,4929176,36911
K02000001,United Kingdom,overview,2021-01-22,120982,4297431,4908727,37771
K02000001,United Kingdom,overview,2021-01-21,119647,4297431,4888150,37577
K02000001,United Kingdom,overview,2021-01-20,118297,4297431,4866501,38262
K02000001,United Kingdom,overview,2021-01-19,116914,4297431,4841514,38357
K02000001,United Kingdom,overview,2021-01-18,115424,4297431,4811185,38745
K02000001,United Kingdom,overview,2021-01-17,114023,4297431,4791267,37638
K02000001,United Kingdom,overview,2021-01-16,112662,2466087,4769675,37180
K02000001,United Kingdom,overview,2021-01-15,111243,2466087,4747145,37611
K02000001,United Kingdom,overview,2021-01-14,109919,2466087,4724460,37161
K02000001,United Kingdom,overview,2021-01-13,108578,2466087,4689919,36964
K02000001,United Kingdom,overview,2021-01-12,107269,2466087,4655403,36445
K02000001,United Kingdom,overview,2021-01-11,105949,2466087,4595158,36217
K02000001,United Kingdom,overview,2021-01-10,104705,2466087,4575760,34855
K02000001,United Kingdom,overview,2021-01-09,103532,1380430,4532068,33506
K02000001,United Kingdom,overview,2021-01-08,102438,1380430,4492777,33258
K02000001,United Kingdom,overview,2021-01-07,101386,1380430,4459779,32059
K02000001,United Kingdom,overview,2021-01-06,100330,1380430,4438753,31420
K02000001,United Kingdom,overview,2021-01-05,99316,1380430,4415937,30158
K02000001,United Kingdom,overview,2021-01-04,98343,1380430,4400824,30238
K02000001,United Kingdom,overview,2021-01-03,97447,1380430,4387304,28500
K02000001,United Kingdom,overview,2021-01-02,96640,1005073,4375496,27039
K02000001,United Kingdom,overview,2021-01-01,95807,1005073,4374324,25881
K02000001,United Kingdom,overview,2020-12-31,94998,1005073,4355485,26091
K02000001,United Kingdom,overview,2020-12-30,94174,1005073,4355395,26069
K02000001,United Kingdom,overview,2020-12-29,93414,1005073,4335604,25088
K02000001,United Kingdom,overview,2020-12-28,92701,1005073,4313641,23598
K02000001,United Kingdom,overview,2020-12-27,91978,1005073,4307543,22313
K02000001,United Kingdom,overview,2020-12-26,91260,675286,4307543,21306
K02000001,United Kingdom,overview,2020-12-25,90568,675286,4307543,20511
K02000001,United Kingdom,overview,2020-12-24,89913,675286,4307543,21171
K02000001,United Kingdom,overview,2020-12-23,89297,675286,4307471,20821
K02000001,United Kingdom,overview,2020-12-22,88668,675286,4289426,21085
K02000001,United Kingdom,overview,2020-12-21,88039,675286,4274464,20722
K02000001,United Kingdom,overview,2020-12-20,87437,675286,4254718,19595
K02000001,United Kingdom,overview,2020-12-19,86886,86465,4227256,19062
K02000001,United Kingdom,overview,2020-12-18,86338,86465,4216265,18718
K02000001,United Kingdom,overview,2020-12-17,85752,86465,4197422,18563
K02000001,United Kingdom,overview,2020-12-16,85185,86465,4186097,18254
K02000001,United Kingdom,overview,2020-12-15,84701,86465,4170116,17804
K02000001,United Kingdom,overview,2020-12-14,84194,86465,4150453,17850
K02000001,United Kingdom,overview,2020-12-13,83688,86465,4139108,17149
K02000001,United Kingdom,overview,2020-12-12,83208,,4124630,16524
K02000001,United Kingdom,overview,2020-12-11,82720,,4105501,16507
K02000001,United Kingdom,overview,2020-12-10,82229,,4084690,16330
K02000001,United Kingdom,overview,2020-12-09,81733,,4055715,15942
K02000001,United Kingdom,overview,2020-12-08,81285,,4039169,16079
K02000001,United Kingdom,overview,2020-12-07,80813,,4026071,16024
K02000001,United Kingdom,overview,2020-12-06,80347,,4015405,15557
K02000001,United Kingdom,overview,2020-12-05,79911,,3999531,15289
K02000001,United Kingdom,overview,2020-12-04,79504,,3979983,15330
K02000001,United Kingdom,overview,2020-12-03,79005,,3957569,15264
K02000001,United Kingdom,overview,2020-12-02,78501,,3932747,15581
K02000001,United Kingdom,overview,2020-12-01,78087,,3908628,15920
K02000001,United Kingdom,overview,2020-11-30,77662,,3880502,16175
K02000001,United Kingdom,overview,2020-11-29,77197,,3847012,15932
K02000001,United Kingdom,overview,2020-11-28,76696,,3820941,15614
K02000001,United Kingdom,overview,2020-11-27,76210,,3793778,16208
K02000001,United Kingdom,overview,2020-11-26,75750,,3764392,16401
K02000001,United Kingdom,overview,2020-11-25,75289,,3732812,16767
K02000001,United Kingdom,overview,2020-11-24,74790,,3702348,17063
K02000001,United Kingdom,overview,2020-11-23,74294,,3672080,17333
K02000001,United Kingdom,overview,2020-11-22,73786,,3644864,16921
K02000001,United Kingdom,overview,2020-11-21,73274,,3598405,16726
K02000001,United Kingdom,overview,2020-11-20,72776,,3559545,16857
K02000001,United Kingdom,overview,2020-11-19,72291,,3521107,17127
K02000001,United Kingdom,overview,2020-11-18,71806,,3481973,17155
K02000001,United Kingdom,overview,2020-11-17,71292,,3454361,17109
K02000001,United Kingdom,overview,2020-11-16,70826,,3438070,16975
K02000001,United Kingdom,overview,2020-11-15,70395,,3421131,16535
K02000001,United Kingdom,overview,2020-11-14,69938,,3401310,15976
K02000001,United Kingdom,overview,2020-11-13,69479,,3388199,15903
K02000001,United Kingdom,overview,2020-11-12,69029,,3369295,15538
K02000001,United Kingdom,overview,2020-11-11,68599,,3351281,15326
K02000001,United Kingdom,overview,2020-11-10,68190,,3324347,14622
K02000001,United Kingdom,overview,2020-11-09,67780,,3303342,14804
K02000001,United Kingdom,overview,2020-11-08,67287,,3284221,14211
K02000001,United Kingdom,overview,2020-11-07,66854,,3261646,13991
K02000001,United Kingdom,overview,2020-11-06,66437,,3239275,13642
K02000001,United Kingdom,overview,2020-11-05,66020,,3221416,13485
K02000001,United Kingdom,overview,2020-11-04,65632,,3193599,13521
K02000001,United Kingdom,overview,2020-11-03,65292,,3173627,13456
K02000001,United Kingdom,overview,2020-11-02,64915,,3148578,12815
K02000001,United Kingdom,overview,2020-11-01,64577,,3119573,11947
K02000001,United Kingdom,overview,2020-10-31,64218,,3080233,12031
K02000001,United Kingdom,overview,2020-10-30,63878,,3049166,11525
K02000001,United Kingdom,overview,2020-10-29,63526,,2998936,11321
K02000001,United Kingdom,overview,2020-10-28,63206,,2941370,11184
K02000001,United Kingdom,overview,2020-10-27,62925,,2886530,10678
K02000001,United Kingdom,overview,2020-10-26,62640,,2825802,9865
K02000001,United Kingdom,overview,2020-10-25,62358,,2785546,9538
K02000001,United Kingdom,overview,2020-10-24,62103,,2755658,9019
K02000001,United Kingdom,overview,2020-10-23,61884,,2719873,8653
K02000001,United Kingdom,overview,2020-10-22,61659,,2684163,8090
K02000001,United Kingdom,overview,2020-10-21,61417,,2656989,7925
K02000001,United Kingdom,overview,2020-10-20,61185,,2628204,7656
K02000001,United Kingdom,overview,2020-10-19,60975,,2597797,7136
K02000001,United Kingdom,overview,2020-10-18,60782,,2571145,6638
K02000001,United Kingdom,overview,2020-10-17,60615,,2545136,6362
K02000001,United Kingdom,overview,2020-10-16,60429,,2514297,6127
K02000001,United Kingdom,overview,2020-10-15,60267,,2489889,5775
K02000001,United Kingdom,overview,2020-10-14,60115,,2463488,5438
K02000001,United Kingdom,overview,2020-10-13,59992,,2440650,5145
K02000001,United Kingdom,overview,2020-10-12,59873,,2416341,4824
K02000001,United Kingdom,overview,2020-10-11,59753,,2396203,4545
K02000001,United Kingdom,overview,2020-10-10,59625,,2374886,4237
K02000001,United Kingdom,overview,2020-10-09,59518,,2350407,4062
K02000001,United Kingdom,overview,2020-10-08,59422,,2330151,3969
K02000001,United Kingdom,overview,2020-10-07,59325,,2315080,3781
K02000001,United Kingdom,overview,2020-10-06,59215,,2298137,3531
K02000001,United Kingdom,overview,2020-10-05,59131,,2273168,3260
K02000001,United Kingdom,overview,2020-10-04,59063,,2228265,2952
K02000001,United Kingdom,overview,2020-10-03,59000,,2201387,2770
K02000001,United Kingdom,overview,2020-10-02,58930,,2167568,2631
K02000001,United Kingdom,overview,2020-10-01,58856,,2146839,2494
K02000001,United Kingdom,overview,2020-09-30,58785,,2119667,2439
K02000001,United Kingdom,overview,2020-09-29,58724,,2097435,2330
K02000001,United Kingdom,overview,2020-09-28,58676,,2069380,2312
K02000001,United Kingdom,overview,2020-09-27,58621,,2039645,2109
K02000001,United Kingdom,overview,2020-09-26,58565,,2000261,1958
K02000001,United Kingdom,overview,2020-09-25,58518,,1977161,1951
K02000001,United Kingdom,overview,2020-09-24,58478,,1942940,1777
K02000001,United Kingdom,overview,2020-09-23,58444,,1919796,1665
K02000001,United Kingdom,overview,2020-09-22,58386,,1874884,1574
K02000001,United Kingdom,overview,2020-09-21,58347,,1848562,1497
K02000001,United Kingdom,overview,2020-09-20,58317,,1823474,1343
K02000001,United Kingdom,overview,2020-09-19,58277,,1797092,1248
K02000001,United Kingdom,overview,2020-09-18,58252,,1773818,1169
K02000001,United Kingdom,overview,2020-09-17,58222,,1744224,1110
K02000001,United Kingdom,overview,2020-09-16,58184,,1716776,1056
K02000001,United Kingdom,overview,2020-09-15,58153,,1674038,1013
K02000001,United Kingdom,overview,2020-09-14,58127,,1614732,928
K02000001,United Kingdom,overview,2020-09-13,58106,,1597993,788
K02000001,United Kingdom,overview,2020-09-12,58086,,1585263,760
K02000001,United Kingdom,overview,2020-09-11,58063,,1577503,721
K02000001,United Kingdom,overview,2020-09-10,58043,,1573199,900
K02000001,United Kingdom,overview,2020-09-09,58027,,1561193,880
K02000001,United Kingdom,overview,2020-09-08,58013,,1545280,850
K02000001,United Kingdom,overview,2020-09-07,57997,,1528706,861
K02000001,United Kingdom,overview,2020-09-06,57973,,1514218,775
K02000001,United Kingdom,overview,2020-09-05,57960,,1491995,770
K02000001,United Kingdom,overview,2020-09-04,57946,,1469333,777
K02000001,United Kingdom,overview,2020-09-03,57931,,1454433,773
K02000001,United Kingdom,overview,2020-09-02,57922,,1435488,759
K02000001,United Kingdom,overview,2020-09-01,57907,,1420117,814
K02000001,United Kingdom,overview,2020-08-31,57896,,1412783,810
K02000001,United Kingdom,overview,2020-08-30,57878,,1390823,790
K02000001,United Kingdom,overview,2020-08-29,57867,,1376388,794
K02000001,United Kingdom,overview,2020-08-28,57859,,1365761,781
K02000001,United Kingdom,overview,2020-08-27,57847,,1344120,805
K02000001,United Kingdom,overview,2020-08-26,57835,,1325901,798
K02000001,United Kingdom,overview,2020-08-25,57819,,1307665,809
K02000001,United Kingdom,overview,2020-08-24,57797,,1290005,840
K02000001,United Kingdom,overview,2020-08-23,57787,,1277621,834
K02000001,United Kingdom,overview,2020-08-22,57770,,1259104,907
K02000001,United Kingdom,overview,2020-08-21,57758,,1252229,852
K02000001,United Kingdom,overview,2020-08-20,57748,,1248659,877
K02000001,United Kingdom,overview,2020-08-19,57732,,1241960,896
K02000001,United Kingdom,overview,2020-08-18,57719,,1233280,927
K02000001,United Kingdom,overview,2020-08-17,57704,,1229070,960
K02000001,United Kingdom,overview,2020-08-16,57683,,1223414,961
K02000001,United Kingdom,overview,2020-08-15,57668,,1217454,956
K02000001,United Kingdom,overview,2020-08-14,57645,,1211862,977
K02000001,United Kingdom,overview,2020-08-13,57627,,1208366,989
K02000001,United Kingdom,overview,2020-08-12,57604,,1204077,986
K02000001,United Kingdom,overview,2020-08-11,57580,,1193507,1021
K02000001,United Kingdom,overview,2020-08-10,57560,,1180388,1070
K02000001,United Kingdom,overview,2020-08-09,57535,,1155667,965
K02000001,United Kingdom,overview,2020-08-08,57516,,1143845,1010
K02000001,United Kingdom,overview,2020-08-07,57494,,1127998,1078
K02000001,United Kingdom,overview,2020-08-06,57470,,1107641,1137
K02000001,United Kingdom,overview,2020-08-05,57449,,1086414,1184
K02000001,United Kingdom,overview,2020-08-04,57436,,1070469,1198
K02000001,United Kingdom,overview,2020-08-03,57409,,1053752,1234
K02000001,United Kingdom,overview,2020-08-02,57386,,1025371,1235
K02000001,United Kingdom,overview,2020-08-01,57369,,976217,1272
K02000001,United Kingdom,overview,2020-07-31,57349,,947756,1249
K02000001,United Kingdom,overview,2020-07-30,57318,,911431,1298
K02000001,United Kingdom,overview,2020-07-29,57301,,866653,1332
K02000001,United Kingdom,overview,2020-07-28,57273,,852180,1352
K02000001,United Kingdom,overview,2020-07-27,57247,,834973,1353
K02000001,United Kingdom,overview,2020-07-26,57229,,823198,1366
K02000001,United Kingdom,overview,2020-07-25,57197,,811877,1384
K02000001,United Kingdom,overview,2020-07-24,57174,,806075,1435
K02000001,United Kingdom,overview,2020-07-23,57155,,799211,1522
K02000001,United Kingdom,overview,2020-07-22,57119,,791069,1732
K02000001,United Kingdom,overview,2020-07-21,57085,,784327,1617
K02000001,United Kingdom,overview,2020-07-20,57054,,772994,1715
K02000001,United Kingdom,overview,2020-07-19,57023,,763062,1725
K02000001,United Kingdom,overview,2020-07-18,56999,,746386,1760
K02000001,United Kingdom,overview,2020-07-17,56968,,741636,1791
K02000001,United Kingdom,overview,2020-07-16,56934,,733823,1814
K02000001,United Kingdom,overview,2020-07-15,56913,,730849,1957
K02000001,United Kingdom,overview,2020-07-14,56872,,721934,1977
K02000001,United Kingdom,overview,2020-07-13,56830,,715742,2096
K02000001,United Kingdom,overview,2020-07-12,56785,,704340,2082
K02000001,United Kingdom,overview,2020-07-11,56753,,691595,2098
K02000001,United Kingdom,overview,2020-07-10,56715,,688947,2224
K02000001,United Kingdom,overview,2020-07-09,56671,,680827,2323
K02000001,United Kingdom,overview,2020-07-08,56610,,672594,2432
K02000001,United Kingdom,overview,2020-07-07,56563,,661928,2576
K02000001,United Kingdom,overview,2020-07-06,56520,,654359,2678
K02000001,United Kingdom,overview,2020-07-05,56466,,639186,2721
K02000001,United Kingdom,overview,2020-07-04,56414,,622187,2782
K02000001,United Kingdom,overview,2020-07-03,56362,,599542,2924
K02000001,United Kingdom,overview,2020-07-02,56314,,571707,3058
K02000001,United Kingdom,overview,2020-07-01,56253,,541918,3176
K02000001,United Kingdom,overview,2020-06-30,56199,,526804,3361
K02000001,United Kingdom,overview,2020-06-29,56118,,496544,3728
K02000001,United Kingdom,overview,2020-06-28,56049,,460799,3535
K02000001,United Kingdom,overview,2020-06-27,55978,,433568,3523
K02000001,United Kingdom,overview,2020-06-26,55905,,421653,3596
K02000001,United Kingdom,overview,2020-06-25,55826,,405828,3820
K02000001,United Kingdom,overview,2020-06-24,55718,,380263,4003
K02000001,United Kingdom,overview,2020-06-23,55617,,364102,4103
K02000001,United Kingdom,overview,2020-06-22,55520,,343330,4251
K02000001,United Kingdom,overview,2020-06-21,55437,,326398,4192
K02000001,United Kingdom,overview,2020-06-20,55357,,316888,4225
K02000001,United Kingdom,overview,2020-06-19,55270,,299907,4389
K02000001,United Kingdom,overview,2020-06-18,55182,,294718,4530
K02000001,United Kingdom,overview,2020-06-17,55092,,290338,4687
K02000001,United Kingdom,overview,2020-06-16,54987,,286653,4825
K02000001,United Kingdom,overview,2020-06-15,54867,,283075,4829
K02000001,United Kingdom,overview,2020-06-14,54760,,277732,4866
K02000001,United Kingdom,overview,2020-06-13,54624,,273907,4898
K02000001,United Kingdom,overview,2020-06-12,54523,,270879,5045
K02000001,United Kingdom,overview,2020-06-11,54388,,265948,5132
K02000001,United Kingdom,overview,2020-06-10,54267,,262008,5423
K02000001,United Kingdom,overview,2020-06-09,54101,,257330,5684
K02000001,United Kingdom,overview,2020-06-08,53964,,252981,5879
K02000001,United Kingdom,overview,2020-06-07,53803,,249283,5892
K02000001,United Kingdom,overview,2020-06-06,53640,,245645,6097
K02000001,United Kingdom,overview,2020-06-05,53489,,241346,6325
K02000001,United Kingdom,overview,2020-06-04,53305,,236014,6525
K02000001,United Kingdom,overview,2020-06-03,53122,,230134,6750
K02000001,United Kingdom,overview,2020-06-02,52919,,223750,7014
K02000001,United Kingdom,overview,2020-06-01,52686,,216847,7171
K02000001,United Kingdom,overview,2020-05-31,52487,,210396,7154
K02000001,United Kingdom,overview,2020-05-30,52292,,202450,7184
K02000001,United Kingdom,overview,2020-05-29,52073,,194930,7504
K02000001,United Kingdom,overview,2020-05-28,51819,,183928,7819
K02000001,United Kingdom,overview,2020-05-27,51531,,165828,8131
K02000001,United Kingdom,overview,2020-05-26,51249,,153141,8641
K02000001,United Kingdom,overview,2020-05-25,50949,,138807,8744
K02000001,United Kingdom,overview,2020-05-24,50670,,127256,8725
K02000001,United Kingdom,overview,2020-05-23,50389,,119467,8725
K02000001,United Kingdom,overview,2020-05-22,50105,,107057,9096
K02000001,United Kingdom,overview,2020-05-21,49805,,98974,9199
K02000001,United Kingdom,overview,2020-05-20,49463,,84453,9468
K02000001,United Kingdom,overview,2020-05-19,49110,,78037,9908
K02000001,United Kingdom,overview,2020-05-18,48738,,69564,10126
K02000001,United Kingdom,overview,2020-05-17,48331,,60060,10088
K02000001,United Kingdom,overview,2020-05-16,47954,,53209,10126
K02000001,United Kingdom,overview,2020-05-15,47535,,48118,10577
K02000001,United Kingdom,overview,2020-05-14,47114,,40182,10804
K02000001,United Kingdom,overview,2020-05-13,46649,,36611,11213
K02000001,United Kingdom,overview,2020-05-12,46195,,33852,11457
K02000001,United Kingdom,overview,2020-05-11,45754,,31361,11832
K02000001,United Kingdom,overview,2020-05-10,45326,,28117,11595
K02000001,United Kingdom,overview,2020-05-09,44832,,24716,11887
K02000001,United Kingdom,overview,2020-05-08,44293,,22100,11933
K02000001,United Kingdom,overview,2020-05-07,43724,,19044,12501
K02000001,United Kingdom,overview,2020-05-06,43093,,16873,13019
K02000001,United Kingdom,overview,2020-05-05,42466,,15389,13594
K02000001,United Kingdom,overview,2020-05-04,41824,,18513,13962
K02000001,United Kingdom,overview,2020-05-03,41148,,12136,14057
K02000001,United Kingdom,overview,2020-05-02,40486,,11522,14244
K02000001,United Kingdom,overview,2020-05-01,39781,,11522,14591
K02000001,United Kingdom,overview,2020-04-30,38995,,10771,15031
K02000001,United Kingdom,overview,2020-04-29,38215,,9699,15392
K02000001,United Kingdom,overview,2020-04-28,37398,,8549,15746
K02000001,United Kingdom,overview,2020-04-27,36597,,8307,16524
K02000001,United Kingdom,overview,2020-04-26,35731,,6473,16410
K02000001,United Kingdom,overview,2020-04-25,34837,,6473,16458
K02000001,United Kingdom,overview,2020-04-24,33918,,6473,16916
K02000001,United Kingdom,overview,2020-04-23,32913,,5938,17719
K02000001,United Kingdom,overview,2020-04-22,31875,,5430,18383
K02000001,United Kingdom,overview,2020-04-21,30773,,4943,18992
K02000001,United Kingdom,overview,2020-04-20,29688,,4892,19185
K02000001,United Kingdom,overview,2020-04-19,28528,,4287,19428
K02000001,United Kingdom,overview,2020-04-18,27406,,4287,19318
K02000001,United Kingdom,overview,2020-04-17,26217,,3910,19188
K02000001,United Kingdom,overview,2020-04-16,24945,,3602,20250
K02000001,United Kingdom,overview,2020-04-15,23623,,3180,20440
K02000001,United Kingdom,overview,2020-04-14,22347,,3004,21125
K02000001,United Kingdom,overview,2020-04-13,21093,,3001,21144
K02000001,United Kingdom,overview,2020-04-12,19861,,2586,21516
K02000001,United Kingdom,overview,2020-04-11,18483,,2399,21075
K02000001,United Kingdom,overview,2020-04-10,17118,,2049,21092
K02000001,United Kingdom,overview,2020-04-09,15799,,1695,20795
K02000001,United Kingdom,overview,2020-04-08,14424,,1422,20512
K02000001,United Kingdom,overview,2020-04-07,12963,,1422,20000
K02000001,United Kingdom,overview,2020-04-06,11670,,1418,19252
K02000001,United Kingdom,overview,2020-04-05,10500,,1327,18619
K02000001,United Kingdom,overview,2020-04-04,9280,,822,17269
K02000001,United Kingdom,overview,2020-04-03,8133,,641,15327
K02000001,United Kingdom,overview,2020-04-02,7072,,305,13650
K02000001,United Kingdom,overview,2020-04-01,6065,,139,13431
K02000001,United Kingdom,overview,2020-03-31,5141,,,
K02000001,United Kingdom,overview,2020-03-30,4310,,,
K02000001,United Kingdom,overview,2020-03-29,3599,,,
K02000001,United Kingdom,overview,2020-03-28,3013,,,
K02000001,United Kingdom,overview,2020-03-27,2497,,,
K02000001,United Kingdom,overview,2020-03-26,2034,,,
K02000001,United Kingdom,overview,2020-03-25,1621,,,
K02000001,United Kingdom,overview,2020-03-24,1284,,,
K02000001,United Kingdom,overview,2020-03-23,1021,,,
K02000001,United Kingdom,overview,2020-03-22,813,,,
K02000001,United Kingdom,overview,2020-03-21,630,,,
K02000001,United Kingdom,overview,2020-03-20,486,,,
K02000001,United Kingdom,overview,2020-03-19,368,,,
K02000001,United Kingdom,overview,2020-03-18,289,,,
K02000001,United Kingdom,overview,2020-03-17,216,,,
K02000001,United Kingdom,overview,2020-03-16,158,,,
K02000001,United Kingdom,overview,2020-03-15,107,,,
K02000001,United Kingdom,overview,2020-03-14,76,,,
K02000001,United Kingdom,overview,2020-03-13,55,,,
K02000001,United Kingdom,overview,2020-03-12,39,,,
K02000001,United Kingdom,overview,2020-03-11,26,,,
K02000001,United Kingdom,overview,2020-03-10,19,,,
K02000001,United Kingdom,overview,2020-03-09,16,,,
K02000001,United Kingdom,overview,2020-03-08,11,,,
K02000001,United Kingdom,overview,2020-03-07,9,,,
K02000001,United Kingdom,overview,2020-03-06,9,,,
K02000001,United Kingdom,overview,2020-03-05,7,,,
K02000001,United Kingdom,overview,2020-03-04,5,,,
K02000001,United Kingdom,overview,2020-03-03,4,,,
K02000001,United Kingdom,overview,2020-03-02,4,,,
K02000001,United Kingdom,overview,2020-03-01,3,,,
K02000001,United Kingdom,overview,2020-02-29,3,,,
K02000001,United Kingdom,overview,2020-02-28,3,,,
K02000001,United Kingdom,overview,2020-02-27,3,,,
K02000001,United Kingdom,overview,2020-02-26,3,,,
K02000001,United Kingdom,overview,2020-02-25,3,,,
K02000001,United Kingdom,overview,2020-02-24,3,,,
K02000001,United Kingdom,overview,2020-02-23,3,,,
K02000001,United Kingdom,overview,2020-02-22,3,,,
K02000001,United Kingdom,overview,2020-02-21,2,,,
K02000001,United Kingdom,overview,2020-02-20,2,,,
K02000001,United Kingdom,overview,2020-02-19,2,,,
K02000001,United Kingdom,overview,2020-02-18,2,,,
K02000001,United Kingdom,overview,2020-02-17,2,,,
K02000001,United Kingdom,overview,2020-02-16,2,,,
K02000001,United Kingdom,overview,2020-02-15,2,,,
K02000001,United Kingdom,overview,2020-02-14,2,,,
K02000001,United Kingdom,overview,2020-02-13,2,,,
K02000001,United Kingdom,overview,2020-02-12,2,,,
K02000001,United Kingdom,overview,2020-02-11,2,,,
K02000001,United Kingdom,overview,2020-02-10,2,,,
K02000001,United Kingdom,overview,2020-02-09,2,,,
K02000001,United Kingdom,overview,2020-02-08,2,,,
K02000001,United Kingdom,overview,2020-02-07,2,,,
K02000001,United Kingdom,overview,2020-02-06,2,,,
K02000001,United Kingdom,overview,2020-02-05,2,,,
K02000001,United Kingdom,overview,2020-02-04,2,,,
K02000001,United Kingdom,overview,2020-02-03,2,,,
K02000001,United Kingdom,overview,2020-02-02,2,,,
K02000001,United Kingdom,overview,2020-02-01,1,,,
K02000001,United Kingdom,overview,2020-01-31,1,,,
K02000001,United Kingdom,overview,2020-01-30,1,,,
