areaCode,areaName,areaType,date,cumPeopleVaccinatedSecondDoseByVaccinationDate
K02000001,United Kingdom,overview,2021-04-22,11080317
K02000001,United Kingdom,overview,2021-04-21,10662659
K02000001,United Kingdom,overview,2021-04-20,10258664
K02000001,United Kingdom,overview,2021-04-19,9922332
K02000001,United Kingdom,overview,2021-04-18,9671834
K02000001,United Kingdom,overview,2021-04-17,9470030
K02000001,United Kingdom,overview,2021-04-16,8967008
K02000001,United Kingdom,overview,2021-04-15,8494104
K02000001,United Kingdom,overview,2021-04-14,8091741
K02000001,United Kingdom,overview,2021-04-13,7757619
K02000001,United Kingdom,overview,2021-04-12,7485454
K02000001,United Kingdom,overview,2021-04-11,7289181
K02000001,United Kingdom,overview,2021-04-10,7123525
K02000001,United Kingdom,overview,2021-04-09,6644940
K02000001,United Kingdom,overview,2021-04-08,6221013
K02000001,United Kingdom,overview,2021-04-07,5793730
K02000001,United Kingdom,overview,2021-04-06,5400053
K02000001,United Kingdom,overview,2021-04-05,5226402
K02000001,United Kingdom,overview,2021-04-04,5169443
K02000001,United Kingdom,overview,2021-04-03,5126764
K02000001,United Kingdom,overview,2021-04-02,4963505
K02000001,United Kingdom,overview,2021-04-01,4735330
K02000001,United Kingdom,overview,2021-03-31,4308627
K02000001,United Kingdom,overview,2021-03-30,3938953
K02000001,United Kingdom,overview,2021-03-29,3672102
K02000001,United Kingdom,overview,2021-03-28,3518150
K02000001,United Kingdom,overview,2021-03-27,3418456
K02000001,United Kingdom,overview,2021-03-26,3156031
K02000001,United Kingdom,overview,2021-03-25,2912112
K02000001,United Kingdom,overview,2021-03-24,2665846
K02000001,United Kingdom,overview,2021-03-23,2428048
K02000001,United Kingdom,overview,2021-03-22,2259240
K02000001,United Kingdom,overview,2021-03-21,2174101
K02000001,United Kingdom,overview,2021-03-20,2133271
K02000001,United Kingdom,overview,2021-03-19,2039499
K02000001,United Kingdom,overview,2021-03-18,1920925
K02000001,United Kingdom,overview,2021-03-17,1791260
K02000001,United Kingdom,overview,2021-03-16,1673985
K02000001,United Kingdom,overview,2021-03-15,1577473
K02000001,United Kingdom,overview,2021-03-14,1525666
K02000001,United Kingdom,overview,2021-03-13,1501448
K02000001,United Kingdom,overview,2021-03-12,1450402
K02000001,United Kingdom,overview,2021-03-11,1366635
K02000001,United Kingdom,overview,2021-03-10,1292592
K02000001,United Kingdom,overview,2021-03-09,1199715
K02000001,United Kingdom,overview,2021-03-08,1127412
K02000001,United Kingdom,overview,2021-03-07,1090246
K02000001,United Kingdom,overview,2021-03-06,1072258
K02000001,United Kingdom,overview,2021-03-05,1040936
K02000001,United Kingdom,overview,2021-03-04,987520
K02000001,United Kingdom,overview,2021-03-03,920960
K02000001,United Kingdom,overview,2021-03-02,853257
K02000001,United Kingdom,overview,2021-03-01,802610
K02000001,United Kingdom,overview,2021-02-28,814509
K02000001,United Kingdom,overview,2021-02-27,626863
K02000001,United Kingdom,overview,2021-02-26,626863
K02000001,United Kingdom,overview,2021-02-25,626863
K02000001,United Kingdom,overview,2021-02-24,626863
K02000001,United Kingdom,overview,2021-02-23,626863
K02000001,United Kingdom,overview,2021-02-22,626863
K02000001,United Kingdom,overview,2021-02-21,626863
K02000001,United Kingdom,overview,2021-02-20,541735
K02000001,United Kingdom,overview,2021-02-19,541735
K02000001,United Kingdom,overview,2021-02-18,541735
K02000001,United Kingdom,overview,2021-02-17,541735
K02000001,United Kingdom,overview,2021-02-16,541735
K02000001,United Kingdom,overview,2021-02-15,541735
K02000001,United Kingdom,overview,2021-02-14,541735
K02000001,United Kingdom,overview,2021-02-13,515075
K02000001,United Kingdom,overview,2021-02-12,515075
K02000001,United Kingdom,overview,2021-02-11,515075
K02000001,United Kingdom,overview,2021-02-10,515075
K02000001,United Kingdom,overview,2021-02-09,515075
K02000001,United Kingdom,overview,2021-02-08,515075
K02000001,United Kingdom,overview,2021-02-07,515075
K02000001,United Kingdom,overview,2021-02-06,497644
K02000001,United Kingdom,overview,2021-02-05,497644
K02000001,United Kingdom,overview,2021-02-04,497644
K02000001,United Kingdom,overview,2021-02-03,497644
K02000001,United Kingdom,overview,2021-02-02,497644
K02000001,United Kingdom,overview,2021-02-01,497644
K02000001,United Kingdom,overview,2021-01-31,497644
K02000001,United Kingdom,overview,2021-01-30,484145
K02000001,United Kingdom,overview,2021-01-29,484145
K02000001,United Kingdom,overview,2021-01-28,484145
K02000001,United Kingdom,overview,2021-01-27,484145
K02000001,United Kingdom,overview,2021-01-26,484145
K02000001,United Kingdom,overview,2021-01-25,484145
K02000001,United Kingdom,overview,2021-01-24,484145
K02000001,United Kingdom,overview,2021-01-23,473259
K02000001,United Kingdom,overview,2021-01-22,473259
K02000001,United Kingdom,overview,2021-01-21,473259
K02000001,United Kingdom,overview,2021-01-20,473259
K02000001,United Kingdom,overview,2021-01-19,473259
K02000001,United Kingdom,overview,2021-01-18,473259
K02000001,United Kingdom,overview,2021-01-17,473259
K02000001,United Kingdom,overview,2021-01-16,424326
K02000001,United Kingdom,overview,2021-01-15,424326
K02000001,United Kingdom,overview,2021-01-14,424326
K02000001,United Kingdom,overview,2021-01-13,424326
K02000001,United Kingdom,overview,2021-01-12,424326
K02000001,United Kingdom,overview,2021-01-11,424326
K02000001,United Kingdom,overview,2021-01-10,424326
K02000001,United Kingdom,overview,2021-01-09,22002
K02000001,United Kingdom,overview,2021-01-08,22002
K02000001,United Kingdom,overview,2021-01-07,22002
K02000001,United Kingdom,overview,2021-01-06,22002
K02000001,United Kingdom,overview,2021-01-05,22002
K02000001,United Kingdom,overview,2021-01-04,22002
K02000001,United Kingdom,overview,2021-01-03,22002
